      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
8308   1.0   361.61   618.18   1.0   1.0  199.63   NaN   77.04   49.13     NaN   203.35   36.94    75.63   237.20   1.0   1.0   1.0   1.0   40.15
8309   0.0   311.72   927.87   1.0   1.0  140.85   NaN   45.43   41.01     NaN   210.07   35.74    51.14    35.33   1.0   0.0   1.0   1.0   30.33
8310   1.0   161.34  1062.23   1.0   1.0  118.31   NaN   34.10   64.20     NaN   221.00   27.61    70.11    88.98   1.0   0.0   1.0   1.0   32.81
8311   1.0   200.90   803.88   1.0   1.0  174.65   NaN   38.66   76.63     NaN   235.98   56.20    64.22   247.62   1.0   1.0   1.0   1.0   30.82
8312   1.0    45.42   657.56   1.0   1.0  139.77   NaN   96.10   45.26     NaN   252.22   30.19    35.88   145.95   1.0   1.0   1.0   1.0   45.97
8313   1.0   228.58   436.82   1.0   0.0   84.42   NaN  135.00   61.62     NaN   218.46   88.84    42.50    84.80   1.0   0.0   0.0   1.0   24.30
8314   1.0   118.80   478.30   1.0   1.0  150.97   NaN  150.95   21.39     NaN   147.22   87.70    54.44   283.88   0.0   1.0   1.0   1.0   28.15
8315   1.0   302.10   499.36   1.0   0.0  255.64   NaN  101.49   28.40     NaN    94.62  124.74    36.00   102.41   1.0   1.0   0.0   1.0  249.53
8316   1.0    74.20   610.68   1.0   1.0  124.64   NaN   53.54  124.12     NaN   144.05   37.50    41.98   275.80   1.0   1.0   1.0   1.0   56.15
8317   1.0   128.41   433.46   1.0   1.0  113.10   NaN   83.33   29.29     NaN    90.30   93.30    40.03   103.50   1.0   1.0   1.0   1.0   89.18
8318   1.0   147.77   295.11   0.0   1.0  110.00   NaN   90.32   56.81     NaN   210.91   27.40    39.22   150.84   1.0   1.0   1.0   1.0  121.09
8319   0.0   142.77   741.06   1.0   1.0  233.62   NaN  134.71   84.06     NaN   229.05   24.93    73.00    42.75   0.0   1.0   1.0   1.0  180.55
8320   1.0   322.11   771.36   1.0   1.0   45.49   NaN   40.16   57.41     NaN   281.64   56.84   534.74    37.09   1.0   1.0   1.0   1.0  190.63
8321   0.0   176.44   320.13   1.0   1.0  141.49   NaN  137.99   42.15     NaN   277.57   59.56   953.17   133.39   1.0   0.0   1.0   1.0  384.27
8322   1.0    81.51   453.19   1.0   1.0  120.80   NaN   34.33   36.01     NaN   204.41   39.46   205.68    80.85   1.0   1.0   1.0   1.0  120.42
8323   1.0    71.13   295.76   1.0   1.0   56.83   NaN   58.49   71.90     NaN    93.10   21.60   377.79    90.52   1.0   1.0   1.0   1.0  263.80
8324   0.0    62.64   294.45   1.0   1.0   34.79   NaN   70.70   25.39     NaN   210.35   26.90    59.34    44.39   0.0   1.0   1.0   1.0  113.50
8325   1.0   192.06   264.81   1.0   1.0   96.83   NaN   66.81   46.46     NaN   253.90   39.87   491.99    87.17   1.0   1.0   1.0   1.0   27.73
8326   1.0   169.97   227.92   1.0   0.0   25.33   NaN   56.58   42.78     NaN   334.13   28.97   216.97   202.93   1.0   1.0   0.0   1.0   68.80
8327   1.0   288.05   254.94   1.0   1.0   83.48   NaN   71.97  107.26     NaN   195.90   33.16   536.77   218.30   1.0   1.0   1.0   1.0  164.26
8328   1.0   312.96  1006.45   1.0   1.0   89.06   NaN  150.67   10.05     NaN   132.21   74.29   208.61    70.31   1.0   1.0   1.0   1.0  155.00
8329   1.0   114.21    69.33   1.0   1.0  107.01   NaN   55.69    8.50     NaN   124.12    7.46   448.13    58.95   1.0   1.0   1.0   1.0   30.11
8330   1.0   200.50   454.20   1.0   1.0  235.69   NaN  222.52  351.66     NaN   212.39   68.34    95.55    67.20   1.0   1.0   1.0   1.0   26.79
8331   1.0   372.03   745.20   1.0   1.0  102.82   NaN  211.79  144.72     NaN   161.46   15.18   469.82    83.08   1.0   1.0   1.0   1.0   41.38
8332   1.0   229.03   824.28   1.0   1.0   65.50   NaN  152.67  314.77     NaN   136.87   28.69   680.17   146.27   1.0   0.0   1.0   1.0   56.10
8333   1.0   390.71   615.63   1.0   0.0  200.19   NaN   92.16  146.40     NaN   143.44   34.41   161.15    80.49   1.0   1.0   0.0   0.0   69.70
8334   1.0   190.42   693.39   1.0   1.0  396.87   NaN  151.45   41.06     NaN   203.72   12.62   185.70   133.53   1.0   1.0   1.0   1.0   27.90
8335   1.0   106.12   629.30   1.0   1.0  240.55   NaN   37.06  172.78     NaN   197.27   67.48   113.39   130.30   1.0   1.0   1.0   1.0   70.51
8336   0.0   380.12   707.04   1.0   1.0  149.11   NaN  118.25  157.61     NaN   121.14   53.10    81.30    79.50   1.0   1.0   1.0   1.0   27.98
8337   1.0   488.46   342.92   1.0   1.0  265.57   NaN   53.85  230.14     NaN   724.19   85.64   192.32    96.23   1.0   1.0   1.0   1.0   36.07
8338   1.0   384.97   331.01   1.0   1.0  435.71   NaN   78.27  178.75     NaN    73.67  133.11   103.20   154.43   1.0   1.0   1.0   1.0   34.69
8339   0.0   574.81   580.18   1.0   1.0  208.93   NaN   54.19  188.03     NaN    90.58   59.82   124.79    80.52   1.0   1.0   1.0   1.0   30.38
8340   1.0   313.62  1185.26   1.0   1.0  147.58   NaN   61.34  182.66     NaN   177.08   48.84   113.98    52.77   1.0   1.0   1.0   1.0   24.10
8341   1.0    35.11   373.73   1.0   1.0  100.79   NaN   45.76  227.24     NaN   473.14  112.52    83.23    77.50   1.0   1.0   1.0   1.0   26.16
8342   1.0   211.28   647.20   1.0   1.0  168.05   NaN   55.46  178.12     NaN    78.90   40.55    89.07    81.75   1.0   1.0   1.0   1.0   23.90
8343   1.0   169.31   358.49   1.0   0.0  211.27   NaN   80.70  230.56     NaN   342.88   57.32   179.64   128.81   1.0   1.0   0.0   1.0   28.43
8344   1.0   155.79   271.48   1.0   1.0  163.04   NaN  142.79  198.38     NaN    54.09   65.33    31.56    45.10   1.0   1.0   1.0   1.0   30.67
8345   1.0   315.70   606.15   1.0   1.0   40.52   NaN  261.90   82.07     NaN   214.98   48.60   149.25   129.58   1.0   1.0   1.0   1.0   23.89
8346   1.0   240.78   451.94   1.0   1.0  308.06   NaN   76.69   64.97     NaN    77.92   22.85   224.07   182.03   1.0   1.0   1.0   1.0   24.33
8347   1.0   138.91   740.43   1.0   1.0  186.34   NaN  185.05  198.44     NaN   308.61   13.07   115.94    91.79   1.0   1.0   1.0   1.0  204.58
8348   1.0   183.56   577.67   1.0   1.0  125.74   NaN   59.70  108.82     NaN    65.76   20.97    61.44   185.74   1.0   1.0   1.0   1.0   95.02
8349   1.0   194.36   341.84   1.0   1.0  138.68   NaN   46.07  382.62     NaN    86.10   36.80   251.70   168.11   1.0   1.0   1.0   0.0  250.93
8350   1.0   102.54   489.34   1.0   1.0  131.71   NaN   50.31  155.99     NaN   162.47   20.68   277.85    83.99   1.0   1.0   1.0   1.0  197.81
8351   1.0   127.40   386.57   1.0   1.0  127.75   NaN   50.16  221.63     NaN   151.31   30.31    54.92   140.13   1.0   1.0   1.0   1.0  179.88
8352   1.0    65.85   605.83   1.0   1.0  210.38   NaN   38.76  275.83     NaN    96.79   38.39   295.52    40.61   1.0   1.0   1.0   1.0  231.38
8353   1.0    98.06   491.23   1.0   1.0  120.84   NaN   66.42  498.93     NaN   315.60   16.24   213.01    95.95   1.0   1.0   1.0   1.0   36.83
8354   1.0    57.19   497.79   1.0   1.0  112.29   NaN   42.39  448.56     NaN   170.14   36.14   422.88   167.90   1.0   1.0   1.0   0.0   57.10
8355   1.0   121.18   558.34   1.0   1.0  105.67   NaN   85.20  144.22     NaN   324.74   55.21   189.34   136.93   1.0   1.0   1.0   1.0   60.67
8356   1.0   122.14   485.89   1.0   1.0  117.65   NaN   81.47  270.15     NaN    70.49   57.90   142.38    92.37   1.0   1.0   1.0   1.0  145.74
8357   1.0   132.71   381.20   1.0   1.0  102.73   NaN   62.69  424.56     NaN    79.91   47.01   466.51    89.50   1.0   1.0   1.0   1.0  185.63
8358   1.0   127.88   595.81   1.0   0.0  157.12   NaN   41.33   96.71     NaN   213.26   35.45   585.20   120.37   1.0   0.0   0.0   1.0  106.98
8359   1.0   423.89   444.38   1.0   1.0  125.89   NaN  151.91  225.23     NaN    57.48   19.97   858.33    37.44   1.0   1.0   1.0   1.0   30.23
8360   1.0   252.69   451.61   0.0   1.0  109.84   NaN   52.16  218.48     NaN   109.00   70.82   189.89    64.40   1.0   1.0   1.0   1.0   80.88
8361   1.0   307.31   233.04   1.0   1.0   48.69   NaN  189.14  101.53     NaN   200.82   49.73   502.26    57.45   1.0   1.0   1.0   1.0   47.96
8362   1.0   519.23   127.71   1.0   1.0   42.02   NaN   61.45   78.35     NaN   408.78   26.39    14.31    60.58   1.0   1.0   1.0   0.0   45.84
8363   0.0   165.92   415.39   1.0   1.0   71.33   NaN  156.56  224.09     NaN   636.10   75.38   121.15   165.41   1.0   1.0   1.0   1.0   49.74
8364   1.0   383.34   286.37   1.0   1.0  103.81   NaN   79.16   93.21     NaN   100.89   61.49   200.50   140.62   1.0   1.0   1.0   1.0   65.73
8365   1.0   453.85   229.09   1.0   1.0   81.82   NaN  107.38   78.03     NaN   145.88   48.48    72.45    82.08   1.0   1.0   1.0   1.0   47.86
8366   1.0   542.36   324.55   1.0   1.0  125.05   NaN  100.44   95.65     NaN   115.23   28.59   164.33   165.31   1.0   1.0   1.0   0.0   23.39
8367   1.0   380.29   331.14   1.0   1.0   61.31   NaN   58.51   79.49     NaN   138.52   42.46   324.99   151.98   1.0   1.0   1.0   1.0   27.13
8368   0.0   400.84   305.48   1.0   1.0  114.74   NaN  106.46   63.88     NaN   147.03   48.13    91.88    73.75   1.0   1.0   1.0   1.0   26.43
8369   1.0   233.52   384.10   1.0   1.0   53.16   NaN   47.97   77.76     NaN   151.09   38.51   234.03    58.38   1.0   1.0   1.0   1.0   45.12
8370   1.0   189.41   577.37   1.0   0.0  203.38   NaN   35.48  112.37     NaN    77.78   18.32    59.16    47.47   1.0   1.0   0.0   1.0   34.74
8371   1.0    85.54   599.60   1.0   0.0  317.46   NaN   51.35  189.74     NaN    83.55   19.13   101.03   140.92   1.0   1.0   0.0   1.0   31.65
8372   1.0   159.42   542.12   1.0   1.0  201.47   NaN   24.39  136.78     NaN    47.42   22.44    96.67    81.93   1.0   1.0   1.0   1.0   34.22
8373   1.0   184.73   310.58   0.0   1.0  141.28   NaN   56.49  158.00     NaN    55.56   25.24   102.73    84.49   1.0   1.0   1.0   1.0   28.06
8374   1.0   153.19   510.96   1.0   1.0  180.21   NaN   41.17  174.81     NaN   598.33   42.85   133.86    57.92   1.0   1.0   1.0   1.0   26.45
8375   1.0   100.05   104.81   1.0   1.0  193.42   NaN  130.78   49.35     NaN   255.64   45.98    39.30   115.88   1.0   1.0   1.0   1.0   29.47
8376   1.0    65.94   624.84   1.0   1.0  323.77   NaN   67.92  185.99     NaN   161.30   30.17    55.23   114.92   1.0   1.0   1.0   1.0   30.41
8377   1.0   164.51   225.39   1.0   1.0  202.11   NaN   96.98  382.78     NaN   125.57   22.10   155.19    84.62   1.0   1.0   1.0   1.0  109.97
8378   1.0   111.62   642.47   1.0   1.0   48.78   NaN   96.63  520.16     NaN    37.87   40.29    89.21    35.19   1.0   1.0   1.0   1.0   47.46
8379   1.0   100.14   260.91   0.0   1.0   95.55   NaN   79.20  238.54     NaN   205.53   42.77   132.14   195.17   1.0   1.0   1.0   1.0   83.88
8380   1.0    49.48   372.21   1.0   1.0   52.18   NaN   90.11  101.56     NaN   173.97   18.64   248.66    58.54   1.0   1.0   1.0   1.0   61.15
8381   1.0   114.56   605.35   1.0   1.0  145.99   NaN   71.49  311.00     NaN    80.28   27.98   268.31    98.74   1.0   1.0   1.0   1.0  115.36
8382   1.0    91.04   328.00   1.0   1.0  117.07   NaN   83.18  145.58     NaN   252.69   33.06   131.19    54.59   1.0   1.0   1.0   1.0   35.21
8383   1.0    66.71   338.50   1.0   1.0  183.43   NaN   48.30  328.58     NaN   275.05   23.53   362.56   177.83   1.0   1.0   1.0   1.0   80.08
8384   1.0    42.50   704.58   1.0   1.0   90.23   NaN   57.76  217.83     NaN   241.40   18.14   195.45    62.18   0.0   1.0   1.0   1.0   44.55
8385   1.0    83.82   468.14   1.0   0.0  203.85   NaN   88.92  186.94     NaN   666.43   25.60   339.79    95.30   1.0   1.0   0.0   1.0   62.23
8386   1.0   170.53   329.84   1.0   1.0   93.45   NaN   65.75   47.54     NaN   135.24   25.63   214.35    60.69   0.0   1.0   1.0   1.0   59.43
8387   1.0   440.24   301.51   0.0   1.0  165.10   NaN   58.14   95.97     NaN   275.68   23.62   480.00   191.61   1.0   1.0   1.0   1.0  124.62
8388   1.0    93.42   354.14   1.0   0.0  105.72   NaN  110.79   60.89     NaN   182.95   37.46   421.12    89.44   1.0   1.0   0.0   1.0   70.51
8389   1.0   333.15   220.50   0.0   1.0  136.46   NaN   54.84   96.21     NaN   106.11   36.89   244.46    95.83   1.0   1.0   1.0   1.0   39.72
8390   1.0   128.01   623.94   1.0   1.0   33.85   NaN  103.01   73.21     NaN   178.39   28.14   103.90   101.60   1.0   0.0   1.0   1.0   61.95
8391   0.0   455.02   311.29   1.0   1.0  137.82   NaN   67.49    5.60     NaN   134.40   17.04   372.53    59.60   1.0   0.0   1.0   1.0   32.58
8392   1.0   407.64   514.62   1.0   1.0   74.95   NaN   22.80  102.86     NaN   370.78   31.62   615.59    59.04   1.0   1.0   1.0   1.0   67.16
8393   1.0   570.69   705.42   1.0   1.0  167.68   NaN   46.15  119.45     NaN    44.48   31.40    93.79    31.38   1.0   1.0   1.0   1.0   87.52
8394   1.0   375.36   252.68   1.0   1.0   95.51   NaN   44.94  381.02     NaN   590.41   65.38   249.25    56.43   1.0   1.0   1.0   1.0  124.34
8395   1.0   463.27   703.39   1.0   1.0  202.28   NaN   36.61  112.12     NaN   388.57   62.04   297.18   100.42   1.0   1.0   1.0   0.0   26.10
8396   1.0   244.34   734.28   1.0   1.0   84.89   NaN  107.63   33.49     NaN   282.93   35.35   141.79   199.33   1.0   1.0   1.0   1.0   45.56
8397   1.0   306.29   290.15   1.0   1.0  125.87   NaN   95.40   48.43     NaN   500.93   44.01    64.42   145.97   1.0   1.0   1.0   1.0   31.43
8398   1.0   239.00   403.96   1.0   1.0  140.65   NaN  128.94  289.09     NaN   266.58   18.98    26.41   154.10   1.0   1.0   1.0   1.0   24.00
8399   1.0   331.31   342.11   1.0   1.0   60.34   NaN   76.37  168.06     NaN    76.45   27.76   224.30    51.14   1.0   1.0   1.0   1.0   83.33
8400   1.0    70.56   461.18   1.0   1.0  104.72   NaN   11.69  334.62     NaN   113.83   18.67   208.75    62.25   1.0   1.0   1.0   1.0   26.74
8401   1.0    59.03   530.91   1.0   1.0   96.75   NaN   47.58  120.11     NaN   433.88   39.62    61.99   167.75   1.0   1.0   1.0   1.0   44.02
8402   1.0    84.60   559.85   1.0   1.0  201.98   NaN   46.73   93.85     NaN   747.09   29.51   183.67   107.02   1.0   1.0   1.0   1.0   27.50
8403   0.0   134.51   294.73   1.0   1.0   47.75   NaN   54.04  428.91     NaN    99.14   30.44    36.03   108.11   1.0   1.0   1.0   1.0   28.77
8404   1.0   199.50   400.65   1.0   1.0  169.11   NaN   36.63  218.93     NaN   431.98   21.19   241.95   129.63   0.0   1.0   1.0   1.0   20.57
8405   1.0   235.91   240.13   0.0   1.0  213.44   NaN   54.65   40.28     NaN   215.71    8.63   145.95    63.59   1.0   1.0   1.0   1.0   40.78
8406   1.0    73.45   462.50   1.0   1.0  116.59   NaN   56.11   99.80     NaN   401.14   49.09   126.11    85.46   0.0   1.0   1.0   1.0   31.45
8407   1.0   160.68   220.40   1.0   1.0  227.40   NaN   32.11  149.01     NaN   130.93   33.96   126.78    55.47   0.0   1.0   1.0   1.0   65.07
8408   1.0    60.00   241.37   0.0   1.0  165.18   NaN  112.18  292.52     NaN   172.19   47.63   108.07   137.10   1.0   1.0   1.0   1.0   75.32
8409   1.0   120.65   211.66   1.0   1.0    3.21   NaN   56.50  116.91     NaN   176.82   42.49    40.97    55.87   1.0   1.0   1.0   1.0  193.68
8410   1.0    73.70   378.95   1.0   1.0  360.28   NaN   13.64  134.84     NaN   182.74   15.48   114.68   223.55   1.0   1.0   1.0   0.0   90.56
8411   1.0   110.74   202.95   1.0   1.0  224.25   NaN   36.14   28.55     NaN   187.66   34.66   293.96   119.57   1.0   1.0   1.0   1.0  102.02
8412   1.0    51.97   693.10   1.0   1.0  330.91   NaN   41.46   62.30     NaN   609.52   19.08   225.94   168.92   1.0   1.0   1.0   1.0  152.41
8413   1.0   358.12   249.66   1.0   1.0  379.77   NaN   51.95   74.73     NaN   140.06   31.21   303.56   104.41   1.0   1.0   1.0   1.0   44.22
8414   1.0   406.38    84.97   1.0   1.0  111.65   NaN   43.06   40.62     NaN   365.19   25.28   112.38    69.96   1.0   1.0   1.0   1.0  170.03
8415   1.0   462.32   298.33   1.0   1.0  139.74   NaN   39.55   24.37     NaN   142.62   26.08   263.45   162.81   1.0   1.0   1.0   1.0   56.97
8416   1.0   206.51   341.75   0.0   1.0  182.87   NaN   29.73  339.04     NaN   223.55   28.92   176.70   158.13   1.0   1.0   1.0   0.0  105.58
8417   1.0   314.49   298.91   1.0   1.0  173.96   NaN   20.59  344.17     NaN   109.72   26.79   334.05   116.47   1.0   1.0   1.0   1.0   46.19
8418   1.0   354.87   262.01   1.0   1.0  153.46   NaN  343.33   77.58     NaN    60.80   16.58   334.11   103.48   1.0   1.0   1.0   1.0   71.65
8419   1.0   481.92   707.60   1.0   1.0  153.41   NaN  101.40  450.59     NaN   369.00   22.07   383.07    49.73   1.0   1.0   1.0   1.0   47.21
8420   1.0   289.94   304.73   1.0   0.0  293.35   NaN  277.94  194.69     NaN   120.05   13.78   258.90    35.30   1.0   1.0   0.0   1.0   31.40
8421   1.0   248.35   442.23   1.0   1.0  284.48   NaN  124.13  140.74     NaN   247.48   47.39   225.84    51.15   1.0   1.0   1.0   1.0   80.09
8422   1.0   532.86   318.48   1.0   1.0  314.12   NaN  269.73  246.55     NaN    59.93   11.43   544.39   118.26   1.0   1.0   1.0   1.0  120.59
8423   1.0   601.57   225.68   1.0   1.0  101.34   NaN   87.65   89.33     NaN   419.75   39.11   234.35    89.47   1.0   1.0   1.0   1.0   53.67
8424   1.0   223.69   612.50   1.0   1.0  175.61   NaN   41.46  241.65     NaN   131.08   36.22   621.23   187.45   1.0   1.0   1.0   1.0   40.00
8425   1.0    82.47  1620.92   1.0   1.0  165.97   NaN  148.22  303.41     NaN   110.13   29.86   548.16   118.63   1.0   1.0   1.0   1.0   33.60
8426   1.0    63.22   913.01   1.0   1.0   75.61   NaN  124.91  267.05     NaN    82.69  101.63   182.42    87.61   0.0   1.0   1.0   1.0  113.18
8427   1.0    71.75   635.38   1.0   1.0  199.92   NaN  239.64  272.57     NaN   703.36  383.19    84.82    92.05   1.0   1.0   1.0   1.0   22.78
8428   0.0   167.18   346.61   1.0   1.0  190.35   NaN  179.89  270.90     NaN   143.43  215.10   205.32    66.98   1.0   1.0   1.0   1.0   26.59
8429   1.0   195.54   772.08   1.0   1.0  189.80   NaN  126.57  352.67     NaN   148.83   37.38   113.70   126.15   1.0   1.0   1.0   1.0   45.14
8430   1.0   285.71   470.85   1.0   0.0  111.03   NaN  111.70   21.84     NaN   225.93   66.55   403.50    82.68   1.0   0.0   0.0   1.0   59.27
8431   1.0   178.46   364.96   0.0   1.0  113.27   NaN    6.99   75.81     NaN   166.14   18.82   137.86   131.98   1.0   0.0   1.0   1.0   28.51
8432   1.0    68.41   343.24   1.0   1.0  132.79   NaN  278.01  193.49     NaN   182.49   92.15   130.41    51.79   1.0   1.0   1.0   0.0   30.32
8433   1.0   184.14   159.78   1.0   1.0   26.59   NaN  168.31  110.18     NaN    97.34   78.79   252.85   159.99   1.0   1.0   1.0   0.0   33.00
8434   0.0    55.01   627.90   1.0   1.0  140.78   NaN  189.80   32.08     NaN   102.09   26.11    43.69   132.15   1.0   1.0   1.0   1.0   26.28
8435   1.0    63.23   537.81   1.0   1.0  130.79   NaN   10.92  105.72     NaN   653.66  104.39   168.03   113.75   1.0   1.0   1.0   1.0   23.30
8436   1.0   384.01   557.52   1.0   1.0   94.32   NaN   21.08  130.52     NaN   219.45   38.04    82.53    66.58   1.0   1.0   1.0   1.0   76.23
8437   1.0   479.78   714.63   1.0   1.0  128.22   NaN  181.82   86.07     NaN   313.49   36.95    93.92    65.23   1.0   1.0   1.0   0.0  138.70
8438   1.0   389.78   222.87   1.0   0.0  156.18   NaN   24.31  188.69     NaN   152.87  184.53   157.38    80.72   1.0   1.0   0.0   1.0  191.79
8439   1.0   527.98   335.28   1.0   1.0  146.52   NaN   62.31   75.27     NaN   317.87  391.20   104.56    59.74   1.0   1.0   1.0   1.0   69.92
8440   1.0   468.86   308.98   1.0   1.0  121.35   NaN   20.87  231.37     NaN    78.51  108.61    23.93    85.96   1.0   1.0   1.0   1.0   43.81
8441   1.0   201.00   326.07   1.0   1.0  137.27   NaN  201.43  392.89     NaN   153.14   48.46    62.63    74.97   1.0   1.0   1.0   1.0  158.40
8442   1.0   431.74   300.44   1.0   1.0  219.50   NaN  127.41  259.34     NaN   211.95  125.99   222.29    92.76   0.0   1.0   1.0   0.0  104.75
8443   1.0   268.35   320.82   1.0   1.0  240.41   NaN  269.53   31.25     NaN   444.48  183.14     9.65   113.07   1.0   1.0   1.0   1.0  151.12
8444   0.0   169.77   291.90   1.0   1.0   93.14   NaN  137.32  466.29     NaN   418.21   86.83    64.72    85.98   1.0   1.0   1.0   1.0   32.64
8445   1.0   222.65   152.23   1.0   1.0  253.19   NaN  114.53  179.13     NaN   145.83  138.06    26.79    94.35   1.0   1.0   1.0   1.0  102.55
8446   1.0   120.37   298.47   1.0   1.0  410.96   NaN   78.38   52.44     NaN   114.76   32.88    86.33    48.07   1.0   1.0   1.0   1.0   32.59
8447   1.0   172.20   619.69   1.0   1.0  235.81   NaN  201.38  142.71     NaN    91.03  105.24    51.96    81.62   1.0   1.0   1.0   1.0  135.09
8448   1.0   153.76   630.78   0.0   1.0  119.83   NaN  248.91  239.07     NaN   109.69   86.78    49.27    36.64   1.0   1.0   1.0   1.0   54.96
8449   1.0   190.05   414.09   1.0   1.0   97.84   NaN  392.03  278.39     NaN   613.14  205.55    84.39   149.15   1.0   1.0   1.0   1.0   49.48
8450   1.0   135.17   423.25   1.0   1.0  201.61   NaN  300.81  119.81     NaN   236.83  177.48   290.20   153.93   1.0   1.0   1.0   1.0  108.91
8451   1.0   220.18   544.29   1.0   1.0  128.10   NaN  132.71  227.05     NaN   127.05   79.03   211.90   111.58   1.0   1.0   1.0   1.0   53.71
8452   1.0   348.89   387.59   1.0   1.0  103.23   NaN  216.19  193.87     NaN   132.62   65.50   265.78    91.47   0.0   1.0   1.0   1.0   39.86
8453   1.0   342.62   482.95   1.0   1.0  252.99   NaN  374.04  134.59     NaN   151.86   88.25   335.35   138.71   1.0   1.0   1.0   1.0   80.86
8454   1.0    52.58   531.57   1.0   1.0  186.73   NaN  103.44   87.35     NaN   112.78  124.44   269.58   200.09   1.0   1.0   1.0   1.0   77.34
8455   1.0    35.59   670.96   1.0   1.0  126.23   NaN  205.36  206.84     NaN   556.94   19.38   371.89   115.67   1.0   1.0   1.0   1.0   30.87
8456   1.0    71.01   402.53   1.0   1.0  266.75   NaN  200.10  120.19     NaN   388.95  332.62   634.14   176.10   0.0   1.0   1.0   1.0   32.80
8457   1.0   265.64   151.26   1.0   1.0  214.49   NaN  127.77  124.44     NaN   310.96   81.70   288.83    48.13   1.0   1.0   1.0   1.0   46.45
8458   1.0   272.43   704.27   0.0   1.0  232.43   NaN   83.79   49.58     NaN   157.14   51.34   183.22    62.90   0.0   1.0   1.0   1.0   53.09
8459   0.0   615.57   255.77   1.0   1.0  170.52   NaN  196.88  147.32     NaN   127.43  513.93   246.63   107.60   1.0   1.0   1.0   1.0   70.57
8460   1.0   426.45   589.08   1.0   1.0  210.96   NaN   82.58   93.90     NaN    90.42  199.60   190.45    67.94   1.0   1.0   1.0   1.0   78.05
8461   1.0   452.48   653.45   1.0   1.0  121.30   NaN   39.95   98.11     NaN    86.73  246.91   301.23   126.54   1.0   1.0   1.0   1.0   24.51
8462   1.0   185.96   368.11   1.0   0.0  127.85   NaN   78.74   69.43     NaN   371.28  332.97   114.10   118.98   1.0   1.0   0.0   1.0   27.50
8463   1.0   195.55  1342.18   1.0   1.0   80.91   NaN   76.22   51.96     NaN   527.00  409.73   271.96   120.86   1.0   1.0   1.0   1.0   30.47
8464   1.0   326.04   231.35   1.0   0.0   58.65   NaN   83.71  256.83     NaN   237.87  525.54   283.68    71.52   1.0   1.0   0.0   1.0   33.07
8465   1.0   178.86   907.58   1.0   1.0   81.73   NaN   83.35  374.59     NaN   211.82  212.89   219.49    80.36   0.0   1.0   1.0   1.0  114.01
8466   1.0   229.92   496.15   1.0   1.0  257.79   NaN   96.83  234.78     NaN    99.03  130.92   135.31    90.97   1.0   1.0   1.0   0.0  112.19
8467   1.0   627.37   299.64   1.0   1.0  126.80   NaN  197.11  126.32     NaN    98.14  297.99    75.88   101.20   1.0   0.0   1.0   1.0   74.52
8468   1.0   215.99   213.55   1.0   0.0  170.49   NaN  114.42   97.64     NaN   152.92  160.31   233.31    87.24   1.0   1.0   0.0   1.0   55.90
8469   1.0   103.06  1014.47   1.0   1.0   83.06   NaN  137.39  105.93     NaN    90.38  123.04    21.50   104.31   1.0   1.0   1.0   1.0   81.90
8470   1.0   176.05   154.40   1.0   1.0   59.02   NaN  179.16  114.89     NaN   404.92  182.23   189.84   103.62   1.0   1.0   1.0   1.0   72.36
8471   0.0   132.59   631.37   1.0   1.0   64.69   NaN   28.56  342.59     NaN   215.93  268.56   213.99   293.84   1.0   1.0   1.0   1.0  113.29
8472   1.0   167.91   711.49   1.0   1.0  119.09   NaN  153.60  149.50     NaN   151.54  133.51   272.95   246.71   1.0   1.0   1.0   1.0  186.67
8473   1.0   200.23   256.87   0.0   1.0   78.46   NaN  293.87  207.70     NaN   272.68  118.87    32.12   322.66   1.0   1.0   1.0   1.0   74.59
8474   1.0    70.78   372.48   0.0   1.0   58.87   NaN  420.36  323.11     NaN   191.21  285.63   192.54   271.10   1.0   1.0   1.0   1.0  102.83
8475   1.0     8.47   535.39   1.0   1.0   52.93   NaN  212.58  436.07     NaN   149.99   50.06   152.49   162.44   1.0   1.0   1.0   0.0   27.83
8476   1.0    74.17   309.41   1.0   1.0  177.79   NaN   77.98   41.01     NaN    72.43  101.97    93.71   358.72   1.0   1.0   1.0   1.0   46.87
8477   1.0    76.79   436.84   1.0   1.0  157.29   NaN  253.36  114.10     NaN    37.85   92.63   171.81   216.72   1.0   1.0   1.0   1.0   28.01
8478   1.0   629.78   474.29   1.0   1.0  303.11   NaN  116.31  140.41     NaN   286.49  113.73   131.18   136.08   1.0   1.0   1.0   1.0   64.54
8479   1.0   471.36   436.84   1.0   1.0  219.42   NaN  325.31  159.60     NaN    88.12  110.13    60.33   155.96   0.0   1.0   1.0   1.0   77.26
8480   1.0   580.15   356.05   0.0   1.0  221.26   NaN  262.76  225.96     NaN   402.02  115.94   172.41   243.00   1.0   0.0   1.0   1.0   34.93
8481   1.0   112.70   408.60   1.0   1.0  478.01   NaN  189.44  123.42     NaN   184.72   56.28   123.91    28.28   0.0   1.0   1.0   1.0   77.08
8482   0.0   113.64   484.62   1.0   1.0  178.02   NaN   33.94   42.87     NaN   189.82   28.08   140.50    66.42   0.0   1.0   1.0   1.0   23.38
8483   1.0   458.27   562.22   0.0   1.0  141.85   NaN   89.99   93.29     NaN    63.07   74.04   124.34   108.85   1.0   1.0   1.0   1.0   27.20
