      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
2439   0.0   417.10   327.58   1.0   1.0  107.38   1.0   80.30  104.10   14.12   438.21   53.74    92.85   264.21   1.0   1.0   1.0   1.0   87.36
2440   1.0   207.73   785.20   1.0   1.0   84.72   1.0   65.68   58.75   54.85    38.97   48.23    47.50   166.59   1.0   1.0   1.0   1.0   32.12
2441   1.0   161.02   466.14   1.0   1.0  105.09   1.0   92.30   58.63   23.40    66.00   20.47   124.59   107.68   1.0   0.0   1.0   1.0   57.76
2442   1.0   195.28   545.27   1.0   1.0  164.05   1.0   75.29   73.23   22.77   182.40   20.68   179.53   216.69   1.0   1.0   1.0   1.0   41.88
2443   1.0   139.68   629.67   1.0   1.0   55.17   1.0   88.59  110.64   33.98   231.12   50.49    82.59   277.01   1.0   1.0   1.0   1.0   86.64
2444   1.0   356.65   570.38   1.0   1.0  350.13   0.0   49.62   54.84   37.22   108.66   72.77   143.01   166.46   1.0   1.0   1.0   1.0   25.23
2445   1.0   141.72   647.64   1.0   1.0  134.22   1.0   56.17  108.09   28.65   351.98   96.72   123.41    65.63   1.0   1.0   1.0   0.0   28.93
2446   1.0   204.30   327.50   0.0   1.0   73.17   1.0  114.43  127.23   40.48   133.62   27.38    25.76   171.66   1.0   1.0   1.0   0.0  137.56
2447   1.0   125.12   749.34   1.0   1.0   43.07   1.0   90.41    6.65   15.10   343.01   35.11   124.99    64.64   1.0   1.0   1.0   1.0  101.14
2448   1.0   157.37    62.79   1.0   1.0  122.16   1.0   32.51  142.88   20.58   688.07   43.61    77.72    53.24   1.0   1.0   1.0   0.0   55.58
2449   1.0    76.23   645.73   1.0   1.0  150.60   1.0  130.39   94.49   25.69   366.51   42.51    79.59   192.92   0.0   1.0   1.0   1.0   36.62
2450   0.0   214.95   395.93   1.0   1.0   49.41   1.0   36.98   82.91   19.39   163.78   26.29   157.27    56.59   1.0   1.0   1.0   1.0   33.19
2451   1.0   270.55   358.73   1.0   1.0   52.84   1.0   71.34   53.11    1.70   126.87   40.11    46.16   164.09   1.0   1.0   1.0   1.0   49.60
2452   1.0   219.66   466.34   1.0   1.0  124.85   1.0   25.53  106.03   17.03   450.52   81.69    46.37    64.76   1.0   1.0   1.0   1.0   29.04
2453   1.0    59.52   301.85   1.0   1.0   94.48   1.0   40.73   65.01   25.21   287.07   29.66   234.55   117.27   1.0   1.0   1.0   1.0   95.28
2454   1.0   160.89   754.76   1.0   1.0  111.93   1.0   58.05   43.71   18.40   121.14   13.30   148.62    70.73   1.0   1.0   1.0   1.0   45.97
2455   1.0   105.23   793.96   1.0   1.0  102.96   1.0   55.62   15.66   35.50   569.83   32.97   146.00   185.79   1.0   1.0   1.0   1.0   52.65
2456   1.0    87.62   313.74   1.0   1.0  108.14   1.0   44.17    4.96   20.19   196.32   28.67   121.20    42.45   1.0   1.0   1.0   1.0   33.58
2457   0.0    59.33   674.49   0.0   1.0  158.10   0.0   21.18   10.89   11.01   223.26   39.03   216.05   110.20   1.0   1.0   1.0   1.0   26.29
2458   1.0    63.15   674.64   1.0   1.0  143.82   1.0   50.62   46.42  182.20   117.44   25.64   152.97    85.42   0.0   1.0   1.0   1.0   60.37
2459   1.0    75.70    87.28   1.0   1.0   55.07   1.0   10.61   53.55  605.96   177.16   58.42   258.34    52.99   1.0   1.0   1.0   1.0   29.45
2460   1.0   198.90   502.30   1.0   1.0   51.71   1.0   78.30   28.87  469.69   164.20   20.42   201.30    79.96   1.0   1.0   1.0   1.0   54.28
2461   1.0   482.59   494.59   1.0   1.0   71.21   1.0   40.66   60.86   96.32    70.60   36.09   112.20   111.59   1.0   1.0   1.0   1.0   30.80
2462   1.0   493.97   389.77   1.0   1.0   75.81   1.0   50.57   95.10  187.58   459.33   36.64    49.62   174.61   0.0   1.0   1.0   1.0   28.67
2463   1.0   128.03   384.65   1.0   1.0  145.83   1.0   95.96   87.12  514.30   194.29   56.51    12.78   130.96   1.0   0.0   1.0   1.0   22.50
2464   1.0   116.55   796.88   1.0   1.0  115.77   1.0   22.92   70.92  191.89   380.47   13.36    74.86    86.25   1.0   1.0   1.0   1.0   83.99
2465   1.0   157.53   553.13   1.0   1.0  157.13   1.0   38.74  151.85   27.29   408.16   28.05    20.10   107.31   0.0   1.0   1.0   1.0   45.29
2466   1.0   670.75   279.90   1.0   1.0   25.75   1.0   43.63  102.88  102.45   283.63   26.51    52.77    59.63   1.0   1.0   1.0   1.0   96.69
2467   1.0   114.99   376.56   1.0   1.0   46.77   1.0   40.60   33.46   47.87   184.87   65.64   205.44    52.05   1.0   1.0   1.0   1.0   68.89
2468   1.0   245.81   731.77   1.0   1.0  145.06   1.0  122.40  110.69   28.43   420.24   36.15   113.58    68.31   1.0   1.0   1.0   1.0   47.05
2469   1.0   244.06   403.53   1.0   1.0   91.46   0.0   34.84  143.97   16.16   183.68   54.21   123.85   120.52   1.0   1.0   1.0   0.0   56.97
2470   1.0   131.89   545.53   1.0   1.0   77.10   1.0   51.72   96.06   13.26    45.98   23.91   156.19   179.00   1.0   1.0   1.0   1.0   89.61
2471   1.0   289.36   540.46   1.0   1.0  153.96   1.0   75.07   72.74   11.22   255.50    6.09   121.67    62.23   1.0   0.0   1.0   1.0   32.18
2472   1.0   225.05   525.58   1.0   1.0  124.12   1.0   37.09   33.55    6.80   388.84    9.76    71.29    37.54   1.0   1.0   1.0   1.0   88.15
2473   1.0   165.42   357.86   0.0   1.0  207.82   1.0   37.14  106.02    7.82    98.66   36.73    99.33    73.64   1.0   0.0   1.0   1.0   29.72
2474   1.0   103.78   727.54   1.0   1.0  129.88   0.0   31.29   63.06   10.88   124.38   41.23   102.79    88.16   1.0   1.0   1.0   1.0  111.64
2475   1.0   195.84   383.98   1.0   1.0  276.96   1.0   38.83   52.60   11.56   127.43   33.92   190.85   126.81   1.0   1.0   1.0   1.0   45.91
2476   1.0   142.97   746.02   1.0   1.0  188.98   1.0   46.01   41.12   15.67   171.92   71.23   206.90    58.10   1.0   1.0   1.0   1.0   38.55
2477   1.0    57.77   402.99   1.0   1.0   72.16   1.0   76.44   45.55   25.23   165.88   27.38   122.76    90.17   1.0   0.0   1.0   0.0   98.95
2478   1.0    56.78   557.15   1.0   1.0  198.64   1.0   68.10   39.85   45.41   225.07   68.43    72.37    82.22   1.0   1.0   1.0   1.0   60.19
2479   1.0   123.32   576.77   1.0   1.0  127.95   1.0   55.80   11.81   15.39   257.94   29.13   177.44    88.24   0.0   1.0   1.0   1.0   27.00
2480   1.0   139.91   320.64   1.0   1.0  136.90   1.0  100.53   62.74   17.16   380.98   29.35   149.97   215.67   1.0   1.0   1.0   0.0   29.73
2481   1.0   174.08   302.50   1.0   0.0  268.83   1.0   21.04   89.43  349.61    62.61   57.49   271.52    74.68   1.0   1.0   0.0   1.0   82.32
2482   1.0    66.46   505.59   1.0   1.0   37.20   1.0   68.18   46.56  180.32   378.68   23.95    69.13    36.77   1.0   1.0   1.0   1.0   21.81
2483   1.0    81.07   374.33   1.0   1.0  103.00   0.0   19.66   47.49  200.28   529.11   22.96   129.69   216.77   0.0   1.0   1.0   1.0   39.10
2484   1.0   122.98   238.33   1.0   1.0  182.60   1.0   26.48   59.53  411.08   241.08   38.20    51.19   217.16   1.0   1.0   1.0   1.0   63.73
2485   1.0    89.72   149.15   1.0   1.0   88.31   1.0   73.22  151.59  345.41   573.90   30.26   151.16   199.11   1.0   1.0   1.0   1.0   45.95
2486   1.0    51.64   591.56   1.0   1.0   87.34   1.0   79.44   47.07  242.14   190.55   27.84   261.98   236.87   1.0   1.0   1.0   1.0   30.92
2487   1.0   181.87   528.50   1.0   1.0  162.26   0.0   21.22  122.50   48.87   148.03   18.58    63.13    54.07   1.0   1.0   1.0   1.0   51.47
2488   1.0   142.44   641.41   1.0   1.0  205.12   1.0   54.41   29.75   94.76   314.99   36.19    56.39    96.54   1.0   1.0   1.0   1.0   70.41
2489   1.0   388.17   326.66   1.0   1.0  104.40   1.0   33.69   24.67   54.07   356.69   27.47    83.43   201.86   0.0   1.0   1.0   1.0   24.04
2490   1.0   183.67   314.36   1.0   1.0   88.97   1.0   31.17   43.88   55.50   412.43   16.13    98.82   205.63   1.0   1.0   1.0   1.0   22.30
2491   1.0   797.94   288.35   1.0   1.0   74.04   1.0   48.68   53.97   38.53    69.64   33.36   239.88    69.24   1.0   1.0   1.0   1.0   26.38
2492   1.0   181.22   126.60   1.0   1.0  128.12   1.0   53.04   72.79   26.36   516.35   24.07    64.57   223.01   1.0   1.0   1.0   1.0   26.86
2493   1.0   367.72   409.28   1.0   1.0   61.65   1.0    5.08   50.12   11.49   266.43   34.10    93.81    79.34   1.0   1.0   1.0   1.0   24.19
2494   1.0   358.33   224.38   1.0   1.0  168.89   1.0   25.46  123.99   12.49   100.96   38.07    94.03    81.56   1.0   1.0   1.0   1.0   35.58
2495   1.0   109.46   306.79   1.0   1.0   40.05   0.0   21.55   30.34   10.80   123.08   22.95    18.58    23.60   1.0   1.0   1.0   1.0  121.29
2496   1.0   197.58   336.70   1.0   1.0   92.27   1.0   30.00   72.79   14.86   170.11   38.94    68.37    72.20   1.0   1.0   1.0   1.0   49.66
2497   1.0   107.67   670.28   1.0   1.0   88.65   1.0   73.30   20.83   12.16    44.03   40.59   113.12   127.43   1.0   1.0   1.0   1.0  100.81
2498   1.0    75.42   495.19   1.0   1.0   29.65   1.0   42.94   33.95   25.02   291.75   23.50    73.82    50.70   1.0   1.0   1.0   1.0  146.43
2499   1.0    92.11   307.04   1.0   1.0   55.32   1.0   95.56   57.08   15.23   350.39    7.72   169.69    61.14   1.0   1.0   1.0   0.0  143.37
2500   1.0    70.59   659.01   1.0   1.0  138.53   0.0   29.37   58.42   26.76   531.50   28.70   150.25   269.80   1.0   1.0   1.0   1.0  178.17
2501   0.0   133.37   431.21   1.0   0.0   72.59   1.0   71.87   45.81   29.85   194.54   22.54    82.31   218.21   1.0   1.0   0.0   1.0   86.70
2502   1.0   134.75   354.01   0.0   1.0  194.25   1.0   24.38   30.27  271.97   131.58   23.00   100.95   117.32   1.0   1.0   1.0   1.0   72.23
2503   1.0   194.20   613.33   1.0   1.0   16.16   1.0    7.94   32.99  125.34   143.38   19.00   106.38   131.46   1.0   1.0   1.0   1.0  118.93
2504   1.0    69.04   373.76   1.0   1.0  120.36   1.0   11.39   50.77  100.79   199.36   25.29   101.52    68.71   1.0   1.0   1.0   1.0   40.66
2505   0.0   248.33   347.85   1.0   1.0   62.79   1.0   52.98   67.81   67.53   151.03   24.39   157.35   199.52   1.0   1.0   1.0   1.0   25.96
2506   1.0    69.23   644.49   1.0   1.0  147.63   1.0   27.77   28.49   21.17   303.81   40.16    94.77   174.32   1.0   1.0   1.0   1.0   57.47
2507   1.0   226.76   322.00   1.0   1.0  126.93   1.0   31.50  103.57  163.06   164.85   31.22    61.55    87.36   1.0   1.0   1.0   1.0   81.96
2508   1.0   300.38   272.64   1.0   1.0   37.78   1.0   35.77  103.27  156.11   127.34   31.43   148.91   170.19   1.0   1.0   1.0   1.0  105.27
2509   1.0   349.62   370.99   1.0   1.0  224.33   1.0  244.09   48.42  101.02   173.98   16.43   129.40   162.00   0.0   0.0   1.0   1.0   78.02
2510   1.0    93.11   153.64   1.0   1.0  151.37   1.0  192.07   41.71   67.42   217.61   23.60   286.19   132.82   1.0   1.0   1.0   1.0   43.97
2511   1.0   178.52   326.26   1.0   1.0  105.17   1.0  214.13   77.86   85.06   558.48   38.05   105.18   126.86   1.0   1.0   1.0   0.0   24.96
2512   1.0    53.00   294.43   1.0   1.0  181.02   1.0  241.66   45.34   13.86   368.05   20.19   103.81   109.15   1.0   1.0   1.0   1.0   38.46
2513   1.0   206.22   267.88   1.0   1.0  224.06   1.0  346.96   38.60   32.85   185.43   35.53   148.40   146.13   1.0   1.0   1.0   0.0   63.13
2514   1.0   245.61   351.41   1.0   1.0  230.15   1.0  187.01   71.26   22.06   315.85   24.17   118.74    59.18   1.0   1.0   1.0   1.0   47.22
2515   1.0   132.14   236.08   1.0   0.0   82.34   1.0  275.38   99.69   10.69   456.55   34.56   161.49    96.46   1.0   1.0   0.0   1.0   26.76
2516   1.0    93.43   150.22   1.0   1.0  159.53   1.0  101.31   31.76   21.04   240.76   14.57    94.13    36.34   1.0   1.0   1.0   1.0   25.01
2517   1.0   233.92   600.98   1.0   1.0   74.49   1.0   35.39   55.51   12.36    66.06   40.60   234.15   164.81   0.0   1.0   1.0   1.0   48.35
2518   1.0    80.04   378.27   1.0   1.0   93.92   1.0  255.79   46.89   29.39   282.49   38.72   152.78    64.23   1.0   1.0   1.0   1.0   29.77
2519   1.0   214.04   330.41   0.0   1.0  104.99   1.0  241.95   51.86   12.69   166.39   33.30   130.01    86.56   1.0   1.0   1.0   1.0   24.13
2520   1.0   123.30   411.47   1.0   1.0  189.61   1.0  108.31   67.33   16.38   237.13   26.46   164.27   203.64   1.0   1.0   1.0   1.0   35.52
2521   1.0   243.20   571.65   1.0   0.0  108.12   1.0   69.58   70.69   24.75   331.31   46.85    77.64   210.69   0.0   1.0   0.0   1.0   29.15
2522   1.0   260.11   346.82   1.0   1.0   33.63   1.0  159.18   55.69   27.78   152.92   37.04   183.07   171.71   1.0   1.0   1.0   1.0   25.14
2523   1.0   167.99   230.19   1.0   1.0   95.72   1.0   84.95   55.58   34.85   154.70   37.16   102.59   173.56   1.0   1.0   1.0   1.0   22.79
2524   0.0   245.77   331.41   1.0   1.0  105.35   1.0   63.97   63.93  319.90   189.62   30.10    74.66    71.13   1.0   1.0   1.0   1.0   52.96
2525   1.0   153.46   173.85   1.0   1.0   38.78   1.0   46.94   90.43   61.37   397.97   67.99    56.36    51.98   1.0   1.0   1.0   1.0   70.94
2526   1.0    78.74   294.00   0.0   0.0   53.99   1.0   44.27   85.88  248.07   178.43    9.99   159.47    47.93   1.0   1.0   0.0   1.0   60.45
2527   0.0    75.97   347.31   1.0   1.0   34.57   1.0   93.95   60.43  181.08   419.39   32.07   174.98   221.84   1.0   1.0   1.0   1.0   25.95
2528   1.0   143.41   192.20   1.0   1.0   99.01   1.0   45.88   90.60   91.22   325.16  264.92    82.74    52.60   1.0   1.0   1.0   1.0   39.20
2529   1.0   169.03   333.19   0.0   1.0   73.56   1.0  208.39   50.58  189.83   503.57  158.18    89.48   206.35   1.0   1.0   1.0   0.0  103.80
2530   1.0    93.93   210.49   1.0   1.0   92.71   0.0   66.13   30.93  281.62   207.43   38.82    21.43   165.06   1.0   1.0   1.0   1.0   84.18
2531   1.0   324.30   494.02   1.0   1.0   75.04   1.0   55.56  102.46   66.15    54.90  206.21   102.16   133.73   1.0   1.0   1.0   1.0   31.52
2532   1.0   254.07   366.06   1.0   1.0  252.70   1.0  124.25   99.13   29.28    89.17  191.47    84.93    75.33   1.0   1.0   1.0   1.0  119.49
2533   1.0    55.98   360.31   1.0   0.0  207.04   1.0  278.00   53.71   44.98   116.17  139.92    41.57    80.49   1.0   1.0   0.0   1.0   36.04
2534   1.0    82.58   226.40   1.0   1.0  133.13   1.0  297.58   66.26   23.36   451.90  215.73    40.11    78.16   1.0   1.0   1.0   1.0   26.96
2535   1.0   231.23   267.46   1.0   1.0  123.48   1.0  102.53   56.50   26.41   340.06  137.07   144.45    51.86   1.0   1.0   1.0   1.0   85.43
2536   1.0   187.11   188.78   1.0   1.0   90.97   1.0  100.31   23.93   23.45   167.99   61.46   232.07   140.57   1.0   1.0   1.0   0.0   99.10
2537   1.0    70.96   193.29   1.0   1.0  138.04   1.0  238.03   22.17   37.20   131.05   21.25    84.13    58.26   1.0   1.0   1.0   1.0   60.88
2538   1.0   176.52   636.22   1.0   1.0  182.28   0.0   83.65   34.69   15.46   127.74   51.79   100.17    80.30   1.0   1.0   1.0   1.0   73.23
2539   1.0   146.49   457.86   1.0   1.0   58.75   0.0  121.44   23.10   28.95   122.52   47.13   121.54    63.06   1.0   0.0   1.0   1.0   65.97
2540   0.0   288.56   899.72   1.0   1.0   44.20   1.0  134.71   14.14   13.49   179.90   64.92    20.14   220.03   1.0   1.0   1.0   1.0   40.98
2541   1.0    81.31   481.98   0.0   1.0   78.53   1.0   93.92   18.15   14.16   146.63  117.01    75.52   297.95   1.0   1.0   1.0   1.0   52.12
2542   1.0   109.88   335.19   1.0   1.0   26.50   1.0   72.56   49.27   38.54   155.50   51.06    35.51   218.72   1.0   1.0   1.0   1.0   24.25
2543   1.0    86.45   329.44   1.0   0.0  102.37   1.0   82.73   39.14   14.19   322.94  121.72   133.80   256.39   1.0   1.0   0.0   1.0   46.96
2544   1.0    61.96   506.24   0.0   1.0   39.04   0.0   67.42  108.17   16.55   141.64   35.12   205.48   192.49   1.0   1.0   1.0   1.0   55.16
2545   1.0   210.71   281.67   0.0   1.0  219.67   1.0   91.43   65.38  195.04   186.79   20.63   294.47   111.42   1.0   1.0   1.0   1.0   28.11
2546   1.0   193.19   261.01   1.0   1.0   59.65   1.0  136.88   60.61  187.78   102.04   25.68   175.72   256.15   1.0   1.0   1.0   1.0   46.16
2547   1.0   270.32    61.56   1.0   1.0   56.04   1.0   52.20   62.76   67.15   113.46   33.44   154.30   175.99   1.0   1.0   1.0   1.0   21.45
2548   1.0    77.02   280.64   1.0   0.0   57.51   1.0   43.34   98.60  101.37   100.21   97.60   124.18   198.04   1.0   1.0   0.0   1.0   50.44
2549   1.0   190.71    60.94   1.0   1.0  216.51   1.0   85.61  130.18  128.13   728.25   84.78   291.39    39.91   1.0   1.0   1.0   1.0   25.78
2550   1.0    99.86   437.71   1.0   1.0   56.98   0.0  112.00  105.54   78.94    73.68  140.34   259.94   131.88   1.0   1.0   1.0   1.0   39.00
2551   1.0    47.01   533.17   1.0   1.0  121.98   1.0   61.40   92.72   83.56   163.89   81.53    74.72   186.77   1.0   1.0   1.0   1.0   53.01
2552   1.0   179.51   331.16   1.0   1.0  141.02   1.0   24.37   55.04   84.61   141.58   83.41    86.05    54.25   1.0   1.0   1.0   1.0   48.77
2553   1.0   258.38   108.47   1.0   1.0   77.82   1.0   88.83   21.06   24.20   118.97   83.08    82.02   122.83   1.0   0.0   1.0   1.0   51.93
2554   0.0    84.61   311.71   1.0   1.0   77.32   1.0   50.99   65.75   52.40   353.34   72.88    74.33    61.55   1.0   1.0   1.0   1.0   77.55
2555   0.0   174.37   251.74   1.0   1.0  145.29   1.0  405.03   81.16   28.21    70.04  114.51   108.35    47.80   0.0   1.0   1.0   1.0   46.01
2556   1.0   166.69   173.02   1.0   1.0   69.61   1.0  147.14   35.38   14.79   579.41   21.64    39.36    65.48   1.0   1.0   1.0   1.0   24.61
2557   1.0   102.69   395.84   1.0   1.0   85.32   1.0  110.44   66.02   19.05   211.95   45.97    55.14    54.46   1.0   1.0   1.0   1.0   78.21
2558   1.0    64.25   400.44   1.0   1.0   96.74   1.0   72.46   39.72   15.17   219.61   48.10    87.93    47.81   1.0   1.0   1.0   1.0   44.24
2559   1.0   176.11   317.84   1.0   1.0   74.44   1.0  122.88   28.50   22.26   108.40   70.01    59.74    50.86   1.0   1.0   1.0   0.0   33.32
2560   1.0   134.57   149.91   0.0   1.0   43.27   1.0   69.18   68.60   33.58   121.27   82.40    85.91   164.37   1.0   1.0   1.0   1.0   72.55
2561   1.0    91.50   467.27   1.0   1.0   43.61   1.0  121.17   41.36   31.98   166.36  105.94    70.45    68.73   1.0   1.0   1.0   1.0   39.32
2562   1.0    76.86   318.69   1.0   1.0   34.16   1.0   99.10   73.81   13.31    56.79  154.80    40.18   177.58   1.0   1.0   1.0   1.0   65.01
2563   1.0    48.35   203.67   1.0   1.0   47.68   1.0   45.56   11.83  124.80   121.06  102.77   102.53    76.21   1.0   1.0   1.0   1.0   52.92
2564   1.0   228.25   361.61   1.0   1.0  103.66   1.0  113.87   19.61  110.71   300.02   60.24   250.67   102.07   1.0   1.0   1.0   1.0   34.55
2565   1.0    77.16   273.70   1.0   1.0  207.41   1.0   87.70   53.85  165.23   126.17   70.92   205.34   166.29   1.0   1.0   1.0   0.0   76.57
2566   1.0    71.31   193.52   1.0   1.0  163.25   1.0   24.27   73.72   75.28   156.76   81.95   191.67    77.07   1.0   1.0   1.0   1.0   40.88
2567   1.0   117.98   388.43   0.0   0.0  122.82   1.0   31.44   19.36   70.19   417.83   53.06   271.09   229.49   1.0   1.0   0.0   1.0   31.90
2568   1.0    66.02   271.32   1.0   1.0  138.32   1.0  150.79   55.42   80.76   139.15   59.29   167.82   135.16   0.0   1.0   1.0   1.0   52.61
2569   1.0   194.44   353.66   1.0   1.0   69.45   0.0   85.28   15.39   56.86   199.58   39.39   168.06    52.77   1.0   1.0   1.0   1.0   63.63
2570   1.0   332.14   309.05   1.0   1.0   80.41   0.0   90.41   28.30   27.49   130.82   25.74   189.21   265.60   0.0   1.0   1.0   1.0   37.46
2571   1.0   245.50   250.16   1.0   1.0  252.64   0.0   32.35  103.54   38.09   165.49   37.37    82.79    97.54   0.0   1.0   1.0   0.0   60.77
