         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc
         k          l       FREE         FP        SIGFP        FCalc      PHICalc
         k          l       FREE         FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l           FP        SIGFP        FCalc      PHICalc
        -6          7         28     315.94        26.42       233.19         2.45
        -6          7         29     124.95        31.24       247.93        -2.79
        -6          7         30     303.94        18.39       358.53         1.30
        -6          7         31     307.85        34.79       261.42         2.25
        -6          7         32     185.31        54.44       161.03         2.66
        -6          7         33      51.28       169.08       310.00         3.12
        -6          8          1     226.84         5.89       745.50        -1.04
        -6          8          2     554.58        14.13       679.10        -1.64
        -6          8          3      65.54        13.74       344.65         2.11
        -6          8          4     165.99        17.66       727.96         2.28
        -6          8          5     524.14        10.98       578.53         2.67
        -6          8          6     233.35         9.41       555.23         1.99
        -6          8          7     310.07         5.10       569.02         1.05
        -6          8          8     530.06        11.75       401.10        -0.09
        -6          8          9     143.68        16.44        92.74         0.35
        -6          8         10     300.43         7.82       346.67        -1.66
        -6          8         11     252.08         9.38       514.73        -2.95
        -6          8         12     347.08        10.93       460.21         1.70
        -6          8         13     529.20        15.60       816.64         1.77
        -6          8         14     639.16        10.13       704.07         1.71
        -6          8         15     425.53         7.39       475.86        -0.99
        -6          8         16     623.37        12.43       603.09        -1.88
        -6          8         17     339.31         7.76       433.79        -0.84
        -6          8         18     497.07         8.52       632.78        -3.01
        -6          8         19     351.65         8.50       383.90        -0.41
        -6          8         20     603.22        11.18       583.46        -0.14
        -6          8         21     318.32         8.85       395.30         0.50
        -6          8         22     211.63        11.52       251.68         2.99
        -6          8         23     872.61        12.65       869.17        -1.18
        -6          8         24     496.64        13.38       444.97        -0.39
        -6          8         25     295.19        16.02       205.34         0.00
        -6          8         26     187.16        50.21       199.59         1.47
        -6          8         27     445.77        11.76       520.24        -1.74
        -6          8         28     348.06        25.35       402.52        -0.98
        -6          8         29     359.49        18.86       307.92         1.06
        -6          8         30     493.80        13.16       498.13         2.16
        -6          8         31     287.56        37.87       109.50         2.72
        -6          8         32     259.72        42.23       288.50        -1.33
        -6          9          2     641.40         6.69       690.21        -2.11
        -6          9          3     308.89         9.44       685.71        -1.85
        -6          9          4     422.15         7.87       543.93         2.62
        -6          9          5     680.86        11.41      1039.39        -2.66
        -6          9          6     250.07         8.65       361.20        -2.79
        -6          9          7     187.86        12.58       223.41        -0.26
        -6          9          8     427.34         7.46       519.55        -1.25
        -6          9          9     489.45        12.17       549.83        -2.29
        -6          9         10     552.20        11.37       874.83        -0.51
        -6          9         11     483.13         8.23       410.15        -1.36
        -6          9         12     485.37        17.22       445.42        -2.38
        -6          9         13     369.09        12.12       413.94         2.61
        -6          9         14     421.35         7.81       383.84        -2.51
        -6          9         15     303.00         8.97       307.58         2.46
        -6          9         16     592.27         9.73       741.34        -1.21
        -6          9         17     240.27        10.50       198.38         0.77
        -6          9         18     541.82         8.93       742.46         2.59
        -6          9         19     628.40         8.14       554.15         2.43
        -6          9         20     291.17        12.37       382.35        -0.54
        -6          9         21     539.88         8.88       596.04         0.74
        -6          9         22     398.94        11.17       449.43         2.27
        -6          9         23     357.71        11.14       444.47         0.92
        -6          9         24     235.35        21.08       413.03         0.93
        -6          9         25     355.99        19.88       210.01         2.22
        -6          9         26     307.78        15.26       298.38        -1.66
        -6          9         27     268.53        26.63       214.06        -0.67
        -6          9         28     380.82        17.07       407.52        -0.92
        -6          9         29     367.98        15.51       259.64        -2.34
        -6          9         30     442.66        29.79       310.51         2.00
        -6          9         31     420.98        28.94       420.90         1.88
        -6         10          1     351.59         7.89       685.01         2.76
        -6         10          2     430.15        13.42       457.31        -1.53
        -6         10          3     396.20         7.10       469.40        -1.36
        -6         10          4     428.89         7.10       659.86         3.06
        -6         10          5     341.61         7.89       574.29        -0.55
        -6         10          6     443.61        10.65       355.47        -0.44
        -6         10          7     359.06         7.88       492.34         0.94
        -6         10          8     496.32         9.45       540.32         0.47
        -6         10          9     334.59        13.38       287.74         1.56
        -6         10         10     478.67         9.44       463.34        -0.45
        -6         10         11     317.12         8.65       311.13        -1.86
        -6         10         12     383.53         8.64       262.26        -0.82
        -6         10         13     273.30        10.19       514.58        -2.92
        -6         10         14     614.85         9.40       734.13         0.35
        -6         10         15     541.66        15.64       361.61         0.39
        -6         10         16     702.54        14.06       725.08        -0.85
        -6         10         17     368.07        10.92       340.15        -2.41
        -6         10         18     391.97         9.73       436.09        -2.08
        -6         10         19     287.13        20.20       292.92        -1.92
        -6         10         20     530.51        10.47       565.34        -1.62
        -6         10         21     655.99        12.77       570.72         3.14
        -6         10         22     379.24         9.27       248.12         2.94
        -6         10         23     236.59        24.66       312.97         1.61
        -6         10         24     155.30        60.35       331.25        -2.93
        -6         10         25     222.41        19.17       223.99        -1.59
        -6         10         26     304.07        33.28       239.59         0.96
        -6         10         27     181.57        28.99       207.79         0.03
        -6         10         28     322.57        15.98       248.96        -0.43
        -6         10         29     381.18        15.93       415.49        -1.27
        -6         10         30      80.92       113.82       265.83        -3.03
        -6         11          1     499.17         8.31       578.62        -1.09
        -6         11          2     631.44         5.54       770.25         2.35
        -6         11          3     649.63         9.11       573.99         1.46
        -6         11          4     151.60        13.85       207.28         3.12
        -6         11          5     415.11        10.29       579.08        -0.20
        -6         11          6     133.31        21.76       225.02        -2.77
        -6         11          7     508.87        13.44       384.30        -2.78
        -6         11          8     219.71        11.06       301.09        -2.42
        -6         11          9     343.95        10.27       707.22        -2.63
        -6         11         10     453.76        13.02       480.29         2.88
        -6         11         11     422.20        12.22       605.87        -0.82
        -6         11         12     454.45         8.66       435.28        -2.12
        -6         11         13     344.98        11.80       334.04        -1.96
        -6         11         14     561.02         8.64       654.46         1.92
        -6         11         15     517.10        12.55       325.15         1.85
        -6         11         16     605.66        10.97       637.58         0.66
        -6         11         17     372.76        10.56       305.77        -1.09
        -6         11         18     564.25         9.76       538.14         0.25
        -6         11         19     528.15         9.74       512.10         0.20
        -6         11         20     720.10        13.23       610.04         0.39
        -6         11         21     423.19         9.71       407.12        -1.10
        -6         11         22     406.79        16.66       318.20         2.06
        -6         11         23     138.77        47.55       161.59        -3.09
        -6         11         24     125.33        55.92       113.67        -0.22
        -6         11         25     172.34        39.24       230.91        -1.96
        -6         11         26     301.21        20.72       248.49        -1.50
        -6         11         27     111.36        42.86        36.16        -1.99
        -6         11         28     320.17        16.79       281.52         2.14
        -6         11         29     297.17        38.05       244.90        -0.02
        -6         12          1     484.23         7.55       457.31         1.84
        -6         12          2     400.85        12.71       501.59        -2.16
        -6         12          3     492.60        23.04       463.15         2.25
        -6         12          4     675.25        17.48       733.27        -2.25
        -6         12          5     426.09         8.34       435.00        -2.98
        -6         12          6     169.90        17.07       234.10        -0.01
        -6         12          7     495.17        11.90       512.60         0.54
        -6         12          8     278.37        11.50       209.93        -1.75
        -6         12          9     323.75        11.49       300.00         0.00
        -6         12         10     426.04         8.71       422.93        -2.83
        -6         12         11     608.02        11.87       541.16         0.69
        -6         12         12     623.99        11.86       676.52        -0.41
        -6         12         13     423.94        16.58       424.26         0.38
        -6         12         14     221.96        14.19       302.42         3.06
        -6         12         15     239.77        14.17       242.65         1.71
        -6         12         16     563.75        13.76       388.64         1.30
        -6         12         17     341.87        12.17       264.36         2.83
        -6         12         18     252.35        21.16       250.50        -1.65
        -6         12         19     355.55        10.95       179.01        -1.33
        -6         12         20     320.12        13.66       468.69         1.42
        -6         12         22     332.79        15.94       357.17        -2.01
        -6         12         23     391.39        19.78       256.73         0.57
        -6         12         24     325.07        16.25       345.67         1.89
        -6         12         25     211.93        27.41       289.42        -1.96
        -6         12         26     381.58        14.25       366.92        -1.66
        -6         12         27      57.22        99.07        34.83        -0.96
        -6         13          1     485.67         8.37       531.45        -2.95
        -6         13          2     947.50         7.58       999.69         0.03
        -6         13          3     488.89         9.57       689.14        -0.17
        -6         13          4     614.01        11.96       511.67        -3.03
        -6         13          5     375.09         9.97       430.85        -1.82
        -6         13          6     410.42         9.56       373.65         2.80
        -6         13          7     411.42        16.73       297.53        -2.79
        -6         13          8     294.95        12.74       314.76        -0.47
        -6         13          9     597.85        11.54       549.35         1.93
        -6         13         10     859.69        11.92       806.47        -3.10
        -6         13         11     624.22        11.12       588.28         1.73
        -6         13         12     405.41        11.90       285.31         1.84
        -6         13         13     262.31        21.40       158.62        -0.83
        -6         13         14     449.95        13.46       405.99         2.55
        -6         13         15     342.64        18.57       429.11         2.23
        -6         13         16     684.27        10.26       524.77         1.92
        -6         13         17     127.26        31.91       115.78        -1.39
        -6         13         18     177.79        18.49       309.91        -1.17
        -6         13         19     307.42        12.17       213.39        -1.17
        -6         13         20     377.77        11.76       337.40         2.53
        -6         13         21     312.08        18.38       338.72        -2.83
        -6         13         22     192.00        32.39       157.00        -2.24
        -6         13         23      78.26        59.96       182.75         0.03
        -6         13         24     325.14        23.31       241.70         1.12
        -6         13         25     198.01        33.33       236.56        -0.65
        -6         13         26     350.95        18.17       376.63        -0.72
        -6         13         27     238.99        47.80       283.25        -1.36
        -6         14          1     609.78        11.21       564.06        -1.85
        -6         14          2     416.83        13.61       375.06         2.31
        -6         14          3     964.57         8.41       974.23         1.12
        -6         14          4     206.58        19.62       287.19        -2.19
        -6         14          5     314.19        16.41       235.13        -1.46
        -6         14          6     119.23        42.01       260.28        -0.12
        -6         14          7     386.72        11.20       575.39        -0.14
        -6         14          8     252.20        15.59       239.65         1.80
        -6         14          9     667.00        13.18       600.68        -2.10
        -6         14         10     542.75        11.97       664.02        -0.67
        -6         14         11     284.68        13.56       234.37         1.77
        -6         14         12     475.58        13.14       453.27        -2.50
        -6         14         13     185.40        20.29       365.81         1.42
        -6         14         14     433.12        11.92       396.34        -2.08
        -6         14         15     407.53        10.71       250.19        -2.44
        -6         14         16     248.84        17.83       195.52         1.29
        -6         14         17     218.38        32.44       277.33        -2.13
        -6         14         18     139.81        27.65       110.89        -2.77
        -6         14         19     377.68        12.22       386.94        -2.48
        -6         14         21     256.03        23.95       142.64        -2.13
        -6         14         22     308.38        28.21       219.23        -0.93
        -6         14         23      97.35        48.48        66.39        -0.15
        -6         14         24     338.95        20.28       248.90         1.06
        -6         14         25      54.08        85.60       155.48         1.90
        -6         15          1     433.11        17.29       405.67         0.83
        -6         15          2     419.47        13.27       350.02         2.83
        -6         15          3     381.25        13.27       224.52         3.04
        -6         15          4     387.63        11.66       299.98        -1.86
        -6         15          5     366.63        19.70       442.84         0.58
        -6         15          6     655.04        10.45       521.74         1.66
        -6         15          7     188.79        22.09       128.26         1.41
        -6         15          8     271.37        16.86       336.60        -3.11
        -6         15          9     624.61        12.03       513.04        -0.06
        -6         15         10     465.77        15.63       385.55         1.34
        -6         15         11     115.34        44.45       224.62         2.15
        -6         15         12     478.07        14.80       410.61         0.04
        -6         15         13     384.42        13.19       461.20        -2.75
        -6         15         14     367.58        16.76       308.69         2.79
        -6         15         15     155.84        39.86       157.23         1.59
        -6         15         16     217.70        26.27       240.57         1.04
        -6         15         17     102.91        45.30       144.61        -2.26
        -6         15         18     372.88        13.49       354.26        -2.64
        -6         15         19     327.47        15.05       333.58        -0.63
        -6         15         20     195.63        30.83       244.01         2.15
        -6         15         21     292.26        20.90       242.58        -0.89
        -6         15         22     119.25        41.72       177.46         0.87
        -6         15         23     139.41        37.70       135.87         0.06
        -6         15         24     107.34        45.45       247.94        -3.04
        -6         16          1     536.15        14.95       556.07         1.12
        -6         16          2     292.55        18.18       335.49        -2.48
        -6         16          3     484.46        11.31       386.51         2.06
        -6         16          4     169.28        29.09        78.56        -1.12
        -6         16          5     507.70        11.31       425.26         3.07
        -6         16          6     360.15        15.34       412.26        -2.65
        -6         16          7     166.67        31.07       124.05        -1.15
        -6         16          8     416.64        16.54       412.30        -1.00
        -6         16          9     299.06        16.53       263.00         1.52
        -6         16         10     310.50        16.11       241.71        -0.23
        -6         16         11     356.89        27.76       339.31        -0.98
        -6         16         12     314.72        21.30       155.32         0.03
        -6         16         13     218.81        32.52       150.24        -0.89
        -6         16         14     345.25        16.44       304.97         2.73
        -6         16         15     537.80        11.21       241.79        -2.26
        -6         16         16     316.69        15.19       267.08         2.84
        -6         16         17     260.29        17.17       274.89        -1.38
        -6         16         18     356.30        15.94       214.20        -1.61
        -6         16         19     188.97        37.40       125.19        -1.71
        -6         16         20     181.46        27.80       113.84        -1.10
        -6         16         21     183.08        45.97       332.82         2.13
        -6         16         22     272.45        21.75       245.83         2.73
        -6         16         23      87.59       119.55        54.52        -1.49
        -6         17          1     418.24        19.49       411.02         0.89
        -6         17          2     306.60        16.24       227.64        -1.00
        -6         17          3     188.42        36.55       187.47        -2.40
        -6         17          4     319.95        17.87       388.60         0.30
        -6         17          5     503.75        15.02       333.25        -0.84
        -6         17          6     463.80        14.20       291.91        -1.07
        -6         17          7     251.46        20.28       182.27        -3.06
        -6         17          8     288.20        17.43       302.33         1.57
        -6         17          9     169.72        32.00       221.68         2.96
        -6         17         10     412.43        13.36       383.79         0.97
        -6         17         11     476.76        15.77       380.86        -0.03
        -6         17         12     175.32        28.28       173.15         2.73
        -6         17         13     227.17        21.39       307.22         2.74
        -6         17         14     279.28        18.13       272.53        -1.90
        -6         17         15     257.97        26.56       259.53        -0.21
        -6         17         16     217.00        27.33       226.96         0.01
        -6         17         17     102.31        71.02       249.91         1.33
        -6         17         18     193.87        38.45       233.87        -0.80
        -6         17         19     131.14        37.98       158.07        -0.69
        -6         17         20     135.28        49.48        54.65         2.55
        -6         18          1     278.41        21.23       354.47         2.47
        -6         18          2     335.58        21.23       298.50         0.64
        -6         18          3     135.54        51.03       118.55         2.31
        -6         18          4     353.90        15.51       214.69         2.64
        -6         18          5     327.69        20.00       420.18         1.57
        -6         18          6     255.78        29.37       299.20         1.42
        -6         18          7     336.39        15.49       308.03        -1.12
        -6         18          8     212.72        28.93        88.77         2.46
        -6         18          9     340.85        16.29       240.30         1.62
        -6         18         10     181.48        32.14       215.65        -1.59
        -6         18         11     276.03        24.80       268.55         1.02
        -6         18         12     231.48        22.34       270.60        -2.68
        -6         18         13     218.24        25.15       233.62        -1.90
        -6         18         14     245.92        28.36       367.10        -0.26
        -6         18         15     194.20        25.49       133.70         0.67
        -6         18         16     169.68        35.55       196.47         2.38
        -6         18         17     228.70        37.11       173.11        -2.45
        -6         19          1     266.01        24.63       198.20        -1.91
        -6         19          2     169.97        39.41       100.88         0.24
        -6         19          3     279.99        29.15       163.88        -0.78
        -6         19          4     202.78        32.84       162.37        -1.85
        -6         19          5     343.90        16.83       382.63         3.10
        -6         19          6     219.88        21.74       151.26         2.86
        -6         19          7      47.15        92.26       182.82         0.51
        -6         19          8     195.47        30.73       173.57        -0.45
        -6         19          9     282.97        22.93       227.32        -2.40
        -6         19         10     373.99        16.37       361.99         0.34
        -6         19         11     277.17        41.70       257.17         2.41
        -6         20          1     205.23        49.55       190.22        -2.04
        -6         20          3     188.73        54.10       282.02         0.47
        -6         20          4      61.94       158.97       127.25        -2.50
        -6         20          5     177.51        61.92       231.31         2.34
        -5          0          1     474.48         3.89      1902.69         3.14
        -5          0          2     281.74         3.50       173.09         3.14
        -5          0          3     411.90         5.44       831.76         3.14
        -5          0          4     179.11         6.22       924.33         0.00
        -5          0          5     783.41         6.60       253.94         3.14
        -5          0          6     289.24         5.05      1526.98         0.00
        -5          0          7    1233.99        13.19       576.04         3.14
        -5          0          8     799.65         8.14      1531.31         3.14
        -5          0          9    1443.12         8.14      1590.76         3.14
        -5          0         10    1124.41        11.62      2421.41         3.14
        -5          0         11     754.69         7.35      1166.00         3.14
        -5          0         12     866.72         8.89      1417.20         3.14
        -5          0         13     919.34         8.11      1119.09         3.14
        -5          0         14      91.35        11.95        20.94         0.00
        -5          0         15     133.95         7.70       339.66         3.14
        -5          0         16     495.80         8.07       799.47         0.00
        -5          0         17     828.82         8.83      1254.15         3.14
        -5          0         18     352.79         9.58       342.58         3.14
        -5          0         19     734.10         6.88      1140.39         0.00
        -5          0         20     692.22         9.54       528.17         0.00
        -5          0         21     126.81        16.37       237.51         3.14
        -5          0         22     812.79        11.40       362.64         3.14
        -5          0         23     943.62         8.34       791.68         0.00
        -5          0         24     397.12        16.26       444.84         3.14
        -5          0         25     529.68         8.30       630.57         3.14
        -5          0         26     469.97        10.91       615.92         3.14
        -5          0         27     585.02        12.76       328.34         3.14
        -5          0         28     138.82        62.49        79.51         0.00
        -5          0         29     415.62        27.98       302.56         0.00
        -5          0         30     395.75        26.78       573.31         0.00
        -5          0         31     308.48        33.74        51.56         0.00
        -5          0         32     558.39        21.06       546.90         3.14
        -5          0         33     497.20        22.47       764.63         0.00
        -5          0         34      88.45        98.73        53.20         3.14
        -5          0         35     340.09        33.64       224.99         3.14
        -5          0         36     184.35        53.19       328.64         0.00
        -5          1          1     579.10         3.50      1328.88        -2.91
        -5          1          2     415.10         2.72       782.58        -0.17
        -5          1          3     434.50         3.11       513.52        -2.18
        -5          1          4     280.94         2.72       556.25         2.92
        -5          1          5     482.47         4.66       304.16         1.41
        -5          1          6     282.69         3.11       484.42         1.11
        -5          1          7    1379.33         8.93      1831.16        -1.62
        -5          1          8    1003.40         3.88      1171.00        -1.82
        -5          1          9     675.55         3.49       551.01         2.19
        -5          1         10    1132.71         7.36       649.47        -2.47
        -5          1         11     574.90         3.48       950.56        -2.83
        -5          1         12    1150.52         7.73       780.13        -1.34
        -5          1         13    1155.34         7.33      1564.90        -1.56
        -5          1         14     638.41         4.63       245.45        -2.38
        -5          1         15     346.86         5.39       386.60         0.01
        -5          1         16     422.45         5.77       101.68         2.57
        -5          1         17     661.24         6.14       731.94        -1.94
        -5          1         18     281.97         6.13       399.29         1.61
        -5          1         19     977.04         9.18      1225.21         1.78
        -5          1         20     568.67         6.49       749.93         1.15
        -5          1         21     648.62         9.14       853.24         2.59
        -5          1         22     339.38        10.64       430.61        -2.70
        -5          1         23     501.65        10.24       384.93         1.26
        -5          1         24     756.16         7.19       741.83        -2.61
        -5          1         25     430.90         8.30       183.90         2.73
        -5          1         26     415.85         7.90       530.52        -1.50
        -5          1         27     496.91         7.13       532.41        -1.43
        -5          1         28     600.66        10.10       675.05         2.13
        -5          1         29     430.23        24.63       263.51         2.32
        -5          1         30     403.25        26.41       372.26         0.84
        -5          1         31     179.85        53.40       217.66         2.10
        -5          1         32     365.17        27.35       405.68        -2.37
        -5          1         33     285.11        19.15       319.18         1.98
        -5          1         34     225.74        36.34       237.31        -1.52
        -5          1         35     399.02        15.73       422.66        -1.70
        -5          1         36     225.55        36.80       242.36         0.45
        -5          2          1     367.45         5.05       553.50        -2.31
        -5          2          2     638.88         5.06      1187.52         3.07
        -5          2          3     256.62         5.05      1366.09         0.98
        -5          2          4     434.23         3.89       687.76        -0.03
        -5          2          5     821.97         5.05       418.57         0.42
        -5          2          6     693.44         5.05      1172.82        -2.19
        -5          2          7     946.63         5.82       723.57        -0.28
        -5          2          8     840.10         5.04       673.75        -1.57
        -5          2          9    1053.14         5.82       798.12         2.48
        -5          2         10     566.03         4.65       207.57         1.88
        -5          2         11     642.13         4.64       478.90        -0.08
        -5          2         12     563.34         3.87       195.96        -0.09
        -5          2         13     773.54         5.79      1256.56         0.20
        -5          2         14     703.11         4.24       715.55        -1.32
        -5          2         15     324.30         4.24       442.07        -1.97
        -5          2         16     236.90         5.00       271.35        -1.42
        -5          2         17     477.63         4.61       602.83        -1.40
        -5          2         18     478.34         5.37       703.30         2.69
        -5          2         19     886.05         4.97       948.19         2.86
        -5          2         20     371.52         5.35       602.27         2.60
        -5          2         21     755.99         5.33       690.75        -3.09
        -5          2         22     437.63         5.70       389.85        -0.50
        -5          2         23     430.18         6.07       290.68        -2.21
        -5          2         24     868.52         5.68       822.89        -0.76
        -5          2         25     344.27         6.42       381.72        -2.65
        -5          2         26     557.60         8.28       672.68        -1.96
        -5          2         27     528.30         7.13       691.93        -2.73
        -5          2         28     527.55         7.11       403.09        -2.01
        -5          2         29     529.35         7.09       397.48         0.30
        -5          2         30     584.30        23.82       460.52         1.44
        -5          2         31     147.65        60.47       172.49         2.34
        -5          2         32     298.41        29.95       460.72        -0.20
        -5          2         33     259.44        36.85       232.92        -1.35
        -5          2         34     117.15        79.69        47.73        -1.64
        -5          2         35     143.07        64.40       400.85         0.21
        -5          2         36     116.65        82.02        80.59         0.58
        -5          3          1     210.13         3.89       705.90        -1.36
        -5          3          2     384.47         5.84      1206.11         1.72
        -5          3          3     624.92         5.06      1848.37         2.13
        -5          3          4     783.54         7.78       269.89        -2.11
        -5          3          5     722.25         7.00       870.81         1.94
        -5          3          6     653.14         7.00      1770.69        -0.74
        -5          3          7     837.77         6.61      1546.25         0.30
        -5          3          8     884.62         6.99      1545.62         1.20
        -5          3          9     480.02         4.66       785.17        -2.84
        -5          3         10     415.64         4.26       992.25        -0.61
        -5          3         11     318.79         3.49       706.40         2.11
        -5          3         12     575.76         5.03       439.27        -0.17
        -5          3         13     652.38         4.64       332.39        -2.80
        -5          3         14     666.21         5.79       804.37         0.25
        -5          3         15     633.28         4.63       355.65        -0.70
        -5          3         16     441.44         6.54       701.51        -1.67
        -5          3         17     721.98         8.45       847.29         2.58
        -5          3         18     781.34         7.67       965.14        -2.45
        -5          3         19     580.43         6.51       357.23        -0.96
        -5          3         20     502.11         6.88       451.40         0.76
        -5          3         21     212.78         8.77       147.19        -1.07
        -5          3         22     457.75         7.61       471.13         2.15
        -5          3         23     356.48        12.15       465.72         0.20
        -5          3         24    1384.62        13.63      1498.19         0.19
        -5          3         25     690.58        10.20       345.44        -0.29
        -5          3         26     720.80         9.04       543.15         2.66
        -5          3         27     881.91         7.14       967.16        -1.94
        -5          3         28     382.19         9.74       497.85        -0.28
        -5          3         29     229.39        22.79       113.88        -1.15
        -5          3         30     629.81        25.33       628.68         2.49
        -5          3         31     305.56        35.64       222.32         1.26
        -5          3         32     393.37        29.60       442.53         1.91
        -5          3         33      32.45       265.17       265.13        -1.71
        -5          3         34     168.69        58.43       177.60        -1.74
        -5          3         35     190.42        50.53       276.53         2.42
        -5          3         36     153.95        56.91       180.76         1.72
        -5          4          1     675.46         3.90       681.93        -1.52
        -5          4          2     704.70         6.23       517.49        -2.68
        -5          4          3    1133.92         8.96       679.01         1.44
        -5          4          4     975.20         8.57       455.78         0.70
        -5          4          5     617.11         6.23      1087.98        -1.13
        -5          4          6     610.64         7.01       831.39        -0.67
        -5          4          7     976.36         8.56      1131.11         1.15
        -5          4          8     920.94         8.94       817.74         1.96
        -5          4          9    1118.38        12.82       887.90        -2.12
        -5          4         10     418.79         5.05       549.11        -0.39
        -5          4         11     462.21         5.04       912.58        -0.27
        -5          4         12     377.66         4.26       627.82         1.73
        -5          4         13     782.29         4.64       987.54         1.99
        -5          4         14     373.64         5.02       371.36         0.60
        -5          4         15     284.37         6.95       379.68        -0.79
        -5          4         16     641.48         8.09       465.26        -2.10
        -5          4         17     920.07        10.00       783.43        -2.59
        -5          4         18     587.11         6.91       699.25        -0.12
        -5          4         19     432.72         7.28       606.55         1.29
        -5          4         20     341.21         9.18       700.82        -1.27
        -5          4         21     382.88         6.87       498.32        -3.05
        -5          4         22     462.42         8.76       631.23        -1.41
        -5          4         23     594.76        13.68       701.49         1.09
        -5          4         24     984.97         9.10      1007.69         0.89
        -5          4         25     592.61         9.83       614.80         2.42
        -5          4         26    1001.81         8.68       897.73         2.81
        -5          4         27     333.28        13.54       434.24         0.38
        -5          4         28     451.99        13.13       322.09         0.94
        -5          4         29     537.42        10.47       575.74        -0.10
        -5          4         30     264.35        17.52        95.42         0.29
        -5          4         31     418.49        26.02       303.51         1.09
        -5          4         32     448.24        24.82       460.91        -2.37
        -5          4         33     348.89        29.54       203.10        -2.85
        -5          4         34     294.32        35.69       150.40        -0.70
        -5          5          1    1186.20         8.97      1258.82        -0.43
        -5          5          2     636.23         5.07       533.96         0.70
        -5          5          3    1124.93         9.36       721.01         0.08
        -5          5          4     336.95         8.19       461.85         0.50
        -5          5          5     439.39         6.24       640.86         2.24
        -5          5          6     562.36         5.85      1369.57         0.05
        -5          5          7     656.73         6.62       313.30         1.08
        -5          5          8     661.38         8.56       964.05        -2.58
        -5          5          9     340.76         4.67       538.35        -0.47
        -5          5         10     417.81         6.61       656.10         0.62
        -5          5         11     347.52         5.44       482.41        -2.03
        -5          5         12     371.20         4.65       563.47        -1.96
        -5          5         13     274.29         6.20       348.43         2.84
        -5          5         14     307.60         6.58       640.60         0.80
        -5          5         15     406.47         5.80       625.98         2.65
        -5          5         16     475.30         8.87       556.50         2.55
        -5          5         17     657.10         8.86       647.71         0.61
        -5          5         18     501.39         8.46       503.67         0.56
        -5          5         19     329.30         8.44       586.23         2.95
        -5          5         20     358.53         9.19       449.52         1.34
        -5          5         21     590.21         8.03       670.72        -1.29
        -5          5         22     272.72         9.15       378.91         0.70
        -5          5         23     400.35         7.23       554.67        -2.57
        -5          5         24     550.86         7.97       555.26        -3.06
        -5          5         25     341.58         8.71       492.32         2.73
        -5          5         26     786.00         8.69       740.26         2.97
        -5          5         27     375.17         9.79       412.76         1.81
        -5          5         28     517.59        13.52       510.95        -2.47
        -5          5         29     410.83        18.72       579.87         1.33
        -5          5         30     543.23        11.20       231.66         0.84
        -5          5         31     117.98        30.52       243.32         2.69
        -5          5         32     195.12        49.34        61.03         1.37
        -5          5         33     358.60        32.53       276.59        -1.37
        -5          5         34     250.51        40.52       276.11         1.92
        -5          6          1     810.36         5.47       752.42        -2.16
        -5          6          2     688.87         7.03       439.48         1.54
        -5          6          3     568.87         6.25       587.02         1.61
        -5          6          4     491.82         5.47       871.60         0.28
        -5          6          5     345.22         4.69       326.21         1.98
        -5          6          6     220.95         5.86       599.20         0.87
        -5          6          7     474.05         8.19       374.55        -0.94
        -5          6          8     563.44         5.07       647.47        -2.56
        -5          6          9     610.95         9.74      1120.16         2.41
        -5          6         10     424.74         6.62        81.75        -0.40
        -5          6         11     420.05         6.22       498.98        -0.08
        -5          6         12      79.26        16.71       452.26        -1.74
        -5          6         13     343.05         7.37       403.81         0.77
        -5          6         14     367.80         5.81       234.63         1.52
        -5          6         15     413.34         6.58       449.30        -1.88
        -5          6         16     136.41        11.98       317.04         2.60
        -5          6         17     634.66         7.33       616.97         1.59
        -5          6         18     446.77         6.93       277.74        -1.22
        -5          6         19     350.22         8.84       391.61        -2.51
        -5          6         20     332.27         8.44       275.99        -2.06
        -5          6         21     452.58         6.89       487.96         0.69
        -5          6         22     304.12         9.17       304.77        -1.95
        -5          6         23     261.88        10.29       166.94        -1.58
        -5          6         24     655.98        15.97       694.63        -0.86
        -5          6         25     213.56        15.93       105.50         2.38
        -5          6         26     259.92        11.35       191.10        -0.52
        -5          6         27     291.28        16.22       170.10         2.25
        -5          6         28     427.40        11.29       555.79        -1.00
