         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
5844	11  	11  	8  	1  	16.29 	0.00 	32.81 	-2.92
5845	11  	12  	3  	1  	68.73 	0.00 	112.86 	2.45
5846	11  	12  	5  	1  	66.84 	0.00 	68.19 	-2.58
5847	11  	12  	6  	1  	66.38 	0.00 	43.33 	2.96
5848	11  	13  	2  	1  	69.71 	0.00 	72.97 	-2.44
5849	12  	0  	4  	1  	258.10 	0.00 	217.44 	0.00
5850	12  	0  	5  	1  	48.39 	0.00 	33.25 	0.00
5851	12  	0  	6  	1  	468.40 	0.00 	438.06 	3.14
5852	12  	0  	7  	1  	114.73 	0.00 	105.76 	0.00
5853	12  	0  	8  	1  	38.17 	0.00 	30.60 	3.14
5854	12  	0  	10  	1  	127.72 	0.00 	130.58 	3.14
5855	12  	0  	11  	1  	50.64 	0.00 	24.11 	3.14
5856	12  	0  	12  	1  	41.85 	0.00 	45.78 	3.14
5857	12  	0  	13  	1  	42.72 	0.00 	8.22 	0.00
5858	12  	1  	0  	1  	298.65 	0.00 	279.23 	0.82
5859	12  	1  	3  	1  	250.44 	0.00 	215.36 	2.31
5860	12  	1  	5  	1  	137.32 	0.00 	90.12 	0.97
5861	12  	1  	6  	1  	141.83 	0.00 	93.88 	-1.37
5862	12  	1  	7  	0  	119.31 	0.00 	115.44 	-1.58
5863	12  	1  	8  	1  	202.75 	0.00 	179.41 	-2.23
5864	12  	1  	9  	1  	143.40 	0.00 	62.20 	1.96
5865	12  	1  	10  	1  	89.14 	0.00 	105.63 	0.57
5866	12  	1  	11  	1  	139.49 	0.00 	126.18 	-1.11
5867	12  	1  	12  	1  	37.64 	0.00 	62.23 	-1.64
5868	12  	1  	13  	1  	96.19 	0.00 	98.11 	0.89
5869	12  	2  	0  	1  	223.68 	0.00 	252.60 	-2.76
5870	12  	2  	2  	1  	458.25 	0.00 	401.08 	-1.63
5871	12  	2  	3  	1  	485.71 	0.00 	394.53 	1.83
5872	12  	2  	4  	0  	441.23 	0.00 	392.04 	2.43
5873	12  	2  	5  	1  	218.48 	0.00 	229.46 	-2.43
5874	12  	2  	6  	1  	324.66 	0.00 	294.64 	1.12
5875	12  	2  	7  	1  	129.04 	0.00 	166.96 	-3.04
5876	12  	2  	8  	1  	79.11 	0.00 	72.36 	0.14
5877	12  	2  	9  	0  	51.08 	0.00 	86.25 	-1.66
5878	12  	2  	10  	1  	60.64 	0.00 	19.41 	2.05
5879	12  	2  	11  	1  	114.68 	0.00 	105.12 	-3.08
5880	12  	2  	12  	1  	46.16 	0.00 	21.04 	1.78
5881	12  	2  	13  	1  	49.59 	0.00 	43.44 	-1.61
5882	12  	3  	0  	1  	261.45 	0.00 	253.88 	2.13
5883	12  	3  	1  	1  	291.97 	0.00 	273.55 	0.96
5884	12  	3  	2  	1  	276.73 	0.00 	266.94 	-2.07
5885	12  	3  	3  	1  	193.69 	0.00 	238.80 	3.12
5886	12  	3  	4  	0  	193.11 	0.00 	189.29 	-2.12
5887	12  	3  	5  	1  	161.57 	0.00 	161.96 	0.47
5888	12  	3  	6  	1  	232.58 	0.00 	218.04 	1.57
5889	12  	3  	7  	1  	147.89 	0.00 	138.12 	0.10
5890	12  	3  	8  	1  	87.13 	0.00 	92.68 	0.13
5891	12  	3  	9  	1  	83.61 	0.00 	118.65 	-2.70
5892	12  	3  	10  	1  	168.77 	0.00 	138.73 	-0.08
5893	12  	3  	11  	1  	50.73 	0.00 	50.19 	2.46
5894	12  	3  	12  	1  	119.15 	0.00 	87.38 	1.64
5895	12  	3  	13  	1  	49.15 	0.00 	31.91 	-2.82
5896	12  	4  	0  	1  	47.50 	0.00 	62.04 	2.29
5897	12  	4  	1  	1  	306.10 	0.00 	281.47 	-1.39
5898	12  	4  	2  	1  	196.55 	0.00 	153.49 	0.63
5899	12  	4  	3  	1  	197.89 	0.00 	151.62 	2.10
5900	12  	4  	4  	1  	257.23 	0.00 	190.94 	2.77
5901	12  	4  	5  	1  	135.81 	0.00 	117.13 	1.20
5902	12  	4  	6  	1  	74.20 	0.00 	99.31 	2.62
5903	12  	4  	7  	1  	59.04 	0.00 	56.60 	-0.04
5904	12  	4  	8  	1  	35.11 	0.00 	40.97 	-0.98
5905	12  	4  	9  	1  	104.43 	0.00 	119.60 	-2.08
5906	12  	4  	10  	1  	35.67 	0.00 	70.92 	1.83
5907	12  	4  	12  	1  	76.97 	0.00 	64.89 	-0.97
5908	12  	4  	13  	1  	64.77 	0.00 	85.61 	-2.56
5909	12  	5  	0  	1  	152.53 	0.00 	141.58 	-0.89
5910	12  	5  	1  	1  	257.52 	0.00 	242.43 	1.87
5911	12  	5  	2  	1  	146.23 	0.00 	93.40 	2.22
5912	12  	5  	4  	1  	252.97 	0.00 	261.92 	-1.50
5913	12  	5  	5  	1  	148.25 	0.00 	130.98 	0.34
5914	12  	5  	7  	1  	89.79 	0.00 	120.01 	-0.44
5915	12  	5  	8  	1  	129.15 	0.00 	120.37 	1.56
5916	12  	5  	9  	1  	101.80 	0.00 	113.33 	-1.97
5917	12  	5  	10  	1  	50.79 	0.00 	19.81 	-2.33
5918	12  	5  	11  	1  	70.21 	0.00 	78.72 	1.14
5919	12  	5  	12  	1  	34.61 	0.00 	5.90 	-0.96
5920	12  	6  	0  	0  	126.12 	0.00 	73.63 	-1.27
5921	12  	6  	2  	1  	92.09 	0.00 	86.55 	3.07
5922	12  	6  	3  	1  	120.29 	0.00 	84.79 	2.10
5923	12  	6  	4  	1  	68.64 	0.00 	67.61 	1.35
5924	12  	6  	5  	1  	115.92 	0.00 	109.48 	0.36
5925	12  	6  	6  	1  	50.40 	0.00 	31.29 	2.55
5926	12  	6  	7  	1  	85.62 	0.00 	83.91 	-1.67
5927	12  	6  	8  	1  	55.15 	0.00 	108.15 	2.35
5928	12  	6  	9  	1  	52.77 	0.00 	57.57 	1.52
5929	12  	6  	10  	1  	29.98 	0.00 	75.32 	0.91
5930	12  	6  	11  	1  	69.47 	0.00 	40.48 	-0.63
5931	12  	6  	12  	1  	57.23 	0.00 	63.60 	0.11
5932	12  	7  	0  	1  	65.91 	0.00 	91.11 	-0.74
5933	12  	7  	1  	1  	204.65 	0.00 	189.06 	-0.21
5934	12  	7  	2  	1  	55.92 	0.00 	89.85 	1.21
5935	12  	7  	3  	1  	58.33 	0.00 	58.54 	0.41
5936	12  	7  	4  	1  	43.70 	0.00 	64.99 	-0.74
5937	12  	7  	5  	1  	146.76 	0.00 	128.97 	1.08
5938	12  	7  	6  	1  	92.50 	0.00 	142.53 	2.12
5939	12  	7  	8  	1  	71.78 	0.00 	63.36 	2.84
5940	12  	7  	9  	1  	43.77 	0.00 	57.29 	-0.46
5941	12  	7  	10  	1  	39.29 	0.00 	32.07 	-1.21
5942	12  	7  	11  	1  	99.55 	0.00 	85.45 	1.49
5943	12  	8  	0  	1  	127.87 	0.00 	136.62 	0.00
5944	12  	8  	2  	1  	119.98 	0.00 	115.71 	-1.16
5945	12  	8  	4  	0  	155.23 	0.00 	173.83 	-1.52
5946	12  	8  	5  	1  	77.84 	0.00 	130.56 	1.16
5947	12  	8  	6  	1  	147.45 	0.00 	123.68 	3.01
5948	12  	8  	7  	0  	162.99 	0.00 	136.96 	-2.70
5949	12  	8  	8  	1  	89.13 	0.00 	96.65 	-1.55
5950	12  	8  	9  	1  	57.91 	0.00 	86.40 	0.58
5951	12  	8  	10  	1  	113.60 	0.00 	110.83 	0.33
5952	12  	9  	0  	1  	171.40 	0.00 	161.43 	1.65
5953	12  	9  	1  	1  	104.74 	0.00 	81.45 	0.57
5954	12  	9  	2  	1  	77.78 	0.00 	97.44 	1.09
5955	12  	9  	3  	1  	81.39 	0.00 	106.85 	2.53
5956	12  	9  	4  	1  	55.13 	0.00 	46.74 	-0.59
5957	12  	9  	5  	1  	89.53 	0.00 	92.27 	-0.43
5958	12  	9  	6  	1  	67.97 	0.00 	104.30 	0.54
5959	12  	9  	7  	1  	71.65 	0.00 	108.49 	3.07
5960	12  	9  	8  	1  	97.66 	0.00 	105.09 	2.83
5961	12  	9  	9  	1  	71.79 	0.00 	72.78 	-2.33
5962	12  	9  	10  	1  	47.41 	0.00 	45.16 	-2.15
5963	12  	10  	0  	1  	79.39 	0.00 	93.51 	2.44
5964	12  	10  	1  	1  	69.68 	0.00 	83.97 	1.39
5965	12  	10  	2  	1  	133.61 	0.00 	127.00 	1.42
5966	12  	10  	3  	1  	108.37 	0.00 	191.66 	0.88
5967	12  	10  	6  	1  	68.47 	0.00 	87.84 	2.46
5968	12  	11  	1  	1  	47.66 	0.00 	73.23 	-1.88
5969	12  	11  	2  	1  	44.34 	0.00 	57.94 	-1.40
5970	12  	11  	4  	1  	74.23 	0.00 	118.02 	2.41
5971	12  	11  	6  	1  	67.08 	0.00 	29.80 	1.33
5972	12  	11  	7  	0  	62.00 	0.00 	51.45 	1.99
5973	12  	12  	2  	1  	51.19 	0.00 	76.27 	1.62
5974	12  	12  	3  	1  	54.25 	0.00 	93.39 	-0.71
5975	12  	13  	0  	1  	52.35 	0.00 	72.00 	1.13
5976	12  	13  	1  	1  	73.48 	0.00 	50.44 	-0.72
5977	12  	13  	2  	1  	68.19 	0.00 	41.59 	1.71
5978	13  	0  	5  	1  	197.82 	0.00 	183.10 	0.00
5979	13  	0  	6  	1  	28.09 	0.00 	7.01 	0.00
5980	13  	0  	7  	1  	85.77 	0.00 	64.50 	3.14
5981	13  	0  	8  	1  	222.42 	0.00 	190.29 	3.14
5982	13  	0  	9  	1  	65.83 	0.00 	45.98 	3.14
5983	13  	0  	10  	1  	112.45 	0.00 	169.34 	0.00
5984	13  	0  	11  	1  	35.87 	0.00 	47.46 	3.14
5985	13  	0  	12  	0  	40.84 	0.00 	79.55 	3.14
5986	13  	0  	13  	1  	50.26 	0.00 	119.82 	0.00
5987	13  	1  	0  	1  	135.19 	0.00 	125.48 	2.53
5988	13  	1  	5  	1  	32.19 	0.00 	44.02 	-2.12
5989	13  	1  	6  	1  	288.80 	0.00 	293.26 	2.96
5990	13  	1  	7  	1  	143.16 	0.00 	148.38 	0.18
5991	13  	1  	8  	1  	97.62 	0.00 	95.46 	-2.41
5992	13  	1  	10  	1  	182.37 	0.00 	202.10 	-2.13
5993	13  	1  	11  	1  	42.94 	0.00 	39.13 	1.59
5994	13  	1  	12  	1  	36.14 	0.00 	66.03 	-2.55
5995	13  	1  	13  	1  	35.76 	0.00 	56.03 	1.73
5996	13  	2  	0  	1  	186.12 	0.00 	231.62 	-0.61
5997	13  	2  	2  	1  	148.34 	0.00 	151.94 	-0.12
5998	13  	2  	3  	1  	118.57 	0.00 	97.42 	1.94
5999	13  	2  	5  	1  	123.08 	0.00 	115.86 	0.68
6000	13  	2  	6  	1  	35.35 	0.00 	75.08 	-3.00
6001	13  	2  	8  	1  	170.30 	0.00 	144.59 	-2.42
6002	13  	2  	9  	1  	181.04 	0.00 	203.10 	1.68
6003	13  	2  	10  	1  	85.17 	0.00 	91.74 	-1.27
6004	13  	2  	11  	1  	46.45 	0.00 	51.30 	-1.76
6005	13  	2  	12  	0  	65.98 	0.00 	70.30 	1.40
6006	13  	3  	0  	1  	171.98 	0.00 	118.75 	0.81
6007	13  	3  	1  	1  	89.52 	0.00 	87.56 	-2.13
6008	13  	3  	2  	1  	264.39 	0.00 	235.24 	-2.45
6009	13  	3  	3  	1  	151.58 	0.00 	231.66 	0.80
6010	13  	3  	4  	1  	131.92 	0.00 	170.80 	-1.31
6011	13  	3  	5  	1  	235.45 	0.00 	288.13 	-2.47
6012	13  	3  	6  	1  	79.05 	0.00 	111.47 	-1.45
6013	13  	3  	7  	1  	44.97 	0.00 	68.21 	-1.37
6014	13  	3  	8  	1  	175.09 	0.00 	136.11 	0.36
6015	13  	3  	9  	0  	37.43 	0.00 	42.85 	-0.01
6016	13  	3  	10  	1  	73.06 	0.00 	69.10 	2.97
6017	13  	3  	11  	1  	45.28 	0.00 	49.72 	-0.04
6018	13  	3  	12  	1  	45.57 	0.00 	66.55 	2.36
6019	13  	3  	13  	0  	72.13 	0.00 	60.25 	-2.27
6020	13  	4  	0  	1  	440.81 	0.00 	408.87 	-2.67
6021	13  	4  	1  	1  	54.66 	0.00 	53.09 	-0.37
6022	13  	4  	2  	1  	327.84 	0.00 	301.49 	0.16
6023	13  	4  	3  	0  	355.09 	0.00 	273.32 	2.93
6024	13  	4  	4  	1  	87.34 	0.00 	105.70 	0.96
6025	13  	4  	5  	1  	51.57 	0.00 	52.28 	-0.05
6026	13  	4  	6  	1  	84.14 	0.00 	129.26 	2.15
6027	13  	4  	7  	1  	74.13 	0.00 	95.67 	0.38
6028	13  	4  	8  	1  	200.57 	0.00 	207.28 	-1.56
6029	13  	4  	9  	1  	198.57 	0.00 	212.80 	2.02
6030	13  	4  	10  	1  	94.50 	0.00 	71.23 	-2.59
6031	13  	4  	11  	1  	29.26 	0.00 	37.42 	0.85
6032	13  	4  	12  	1  	34.47 	0.00 	37.77 	1.67
6033	13  	5  	0  	1  	276.27 	0.00 	270.92 	0.10
6034	13  	5  	1  	1  	322.26 	0.00 	288.46 	-1.04
6035	13  	5  	2  	1  	258.04 	0.00 	228.23 	2.13
6036	13  	5  	3  	1  	227.81 	0.00 	200.43 	2.86
6037	13  	5  	4  	1  	139.64 	0.00 	125.78 	-2.37
6038	13  	5  	5  	1  	149.76 	0.00 	140.61 	-1.62
6039	13  	5  	6  	1  	114.65 	0.00 	123.08 	-1.87
6040	13  	5  	7  	1  	142.47 	0.00 	144.50 	0.35
6041	13  	5  	8  	1  	145.14 	0.00 	132.57 	-1.72
6042	13  	5  	9  	1  	78.11 	0.00 	72.63 	3.01
6043	13  	5  	10  	1  	137.64 	0.00 	156.52 	2.70
6044	13  	5  	11  	1  	56.78 	0.00 	73.68 	2.39
6045	13  	5  	12  	0  	31.03 	0.00 	32.64 	-2.36
6046	13  	6  	0  	1  	209.24 	0.00 	174.99 	1.34
6047	13  	6  	1  	1  	111.52 	0.00 	128.40 	2.41
6048	13  	6  	2  	1  	240.26 	0.00 	218.16 	1.19
6049	13  	6  	3  	1  	164.91 	0.00 	105.48 	2.81
6050	13  	6  	4  	1  	105.93 	0.00 	142.95 	-2.00
6051	13  	6  	5  	1  	182.16 	0.00 	212.49 	-2.12
6052	13  	6  	6  	1  	45.03 	0.00 	23.61 	0.51
6053	13  	6  	7  	1  	65.80 	0.00 	85.88 	-2.13
6054	13  	6  	8  	1  	231.84 	0.00 	209.12 	0.68
6055	13  	6  	9  	1  	50.92 	0.00 	62.88 	-2.81
6056	13  	6  	10  	1  	131.23 	0.00 	152.35 	-2.61
6057	13  	6  	11  	1  	59.39 	0.00 	71.07 	-2.03
6058	13  	7  	0  	1  	186.30 	0.00 	187.70 	-1.50
6059	13  	7  	1  	1  	102.45 	0.00 	122.35 	1.80
6060	13  	7  	2  	1  	162.41 	0.00 	167.30 	-1.20
6061	13  	7  	3  	0  	51.92 	0.00 	39.60 	-1.58
6062	13  	7  	4  	0  	180.04 	0.00 	175.28 	1.51
6063	13  	7  	5  	1  	110.65 	0.00 	152.74 	-0.71
6064	13  	7  	6  	1  	173.43 	0.00 	165.51 	0.04
6065	13  	7  	7  	1  	86.97 	0.00 	79.92 	-1.31
6066	13  	7  	8  	1  	117.34 	0.00 	92.37 	-1.30
6067	13  	7  	9  	1  	97.97 	0.00 	133.18 	2.62
6068	13  	7  	10  	1  	27.28 	0.00 	54.80 	-1.82
6069	13  	7  	11  	1  	58.68 	0.00 	65.59 	-2.21
6070	13  	8  	0  	1  	216.81 	0.00 	211.39 	-1.45
6071	13  	8  	1  	1  	192.15 	0.00 	169.95 	-2.37
6072	13  	8  	3  	1  	111.57 	0.00 	125.65 	0.80
6073	13  	8  	4  	1  	97.33 	0.00 	126.46 	2.16
6074	13  	8  	6  	1  	45.44 	0.00 	55.88 	-2.95
6075	13  	8  	7  	1  	51.60 	0.00 	50.18 	-0.89
6076	13  	8  	8  	1  	52.24 	0.00 	27.56 	0.79
6077	13  	8  	9  	0  	75.00 	0.00 	117.82 	-1.82
6078	13  	8  	10  	1  	57.74 	0.00 	78.47 	-2.59
6079	13  	9  	1  	1  	122.05 	0.00 	89.40 	-2.83
6080	13  	9  	2  	1  	64.51 	0.00 	75.92 	-2.02
6081	13  	9  	3  	1  	54.10 	0.00 	66.97 	-2.07
6082	13  	9  	4  	1  	213.68 	0.00 	163.96 	0.57
6083	13  	9  	5  	1  	56.03 	0.00 	63.00 	2.21
6084	13  	9  	6  	1  	71.75 	0.00 	95.58 	1.80
6085	13  	9  	7  	1  	96.26 	0.00 	92.28 	-2.39
6086	13  	9  	8  	1  	55.69 	0.00 	44.49 	-2.42
6087	13  	9  	9  	1  	68.12 	0.00 	79.56 	-0.56
6088	13  	10  	0  	1  	132.79 	0.00 	153.62 	1.72
6089	13  	10  	1  	1  	32.20 	0.00 	67.40 	0.20
6090	13  	10  	2  	1  	84.37 	0.00 	135.69 	-1.54
6091	13  	10  	4  	1  	88.56 	0.00 	68.70 	-2.07
6092	13  	10  	5  	1  	63.32 	0.00 	50.07 	1.05
6093	13  	10  	6  	1  	54.18 	0.00 	74.39 	-1.14
6094	13  	10  	7  	1  	61.16 	0.00 	94.84 	2.54
6095	13  	10  	8  	1  	97.04 	0.00 	69.43 	-1.76
6096	13  	11  	0  	1  	64.64 	0.00 	66.93 	-1.56
6097	13  	11  	1  	1  	90.00 	0.00 	97.41 	2.37
6098	13  	11  	2  	1  	43.37 	0.00 	45.37 	1.50
6099	13  	11  	5  	1  	60.57 	0.00 	111.53 	-2.69
6100	13  	11  	6  	0  	58.46 	0.00 	57.37 	-2.14
6101	13  	11  	7  	1  	102.13 	0.00 	95.60 	-2.16
6102	13  	12  	1  	1  	48.70 	0.00 	30.01 	-2.04
6103	13  	13  	0  	1  	74.72 	0.00 	81.48 	-2.21
6104	13  	13  	1  	1  	83.10 	0.00 	118.67 	0.27
6105	13  	13  	2  	1  	32.29 	0.00 	36.56 	-1.61
6106	14  	0  	5  	0  	317.68 	0.00 	383.13 	3.14
6107	14  	0  	6  	1  	90.80 	0.00 	71.74 	0.00
6108	14  	0  	7  	0  	109.41 	0.00 	174.03 	3.14
6109	14  	0  	8  	1  	238.93 	0.00 	207.77 	0.00
6110	14  	0  	9  	0  	85.51 	0.00 	54.57 	3.14
6111	14  	0  	10  	1  	63.65 	0.00 	88.50 	0.00
6112	14  	0  	11  	1  	42.13 	0.00 	23.20 	0.00
6113	14  	0  	12  	1  	49.83 	0.00 	58.95 	0.00
6114	14  	0  	13  	1  	43.30 	0.00 	52.64 	3.14
6115	14  	1  	0  	1  	115.43 	0.00 	158.04 	1.69
6116	14  	1  	5  	1  	123.31 	0.00 	93.01 	1.54
6117	14  	1  	6  	1  	134.96 	0.00 	129.38 	2.04
6118	14  	1  	7  	1  	119.58 	0.00 	98.59 	1.32
6119	14  	1  	8  	1  	47.80 	0.00 	48.73 	0.35
6120	14  	1  	9  	1  	60.53 	0.00 	44.10 	-2.06
6121	14  	1  	10  	1  	115.22 	0.00 	121.69 	-1.98
6122	14  	1  	11  	1  	33.55 	0.00 	45.50 	1.46
6123	14  	1  	12  	1  	145.73 	0.00 	137.62 	1.37
6124	14  	2  	0  	1  	292.84 	0.00 	319.46 	2.90
6125	14  	2  	1  	1  	347.76 	0.00 	266.74 	-1.62
6126	14  	2  	2  	1  	281.53 	0.00 	289.66 	-2.83
6127	14  	2  	3  	1  	466.33 	0.00 	441.87 	-1.91
6128	14  	2  	4  	1  	297.16 	0.00 	288.56 	0.39
6129	14  	2  	5  	1  	286.08 	0.00 	230.65 	1.33
6130	14  	2  	6  	1  	158.18 	0.00 	115.01 	2.60
6131	14  	2  	7  	0  	68.44 	0.00 	21.52 	2.52
6132	14  	2  	8  	1  	142.23 	0.00 	123.29 	1.66
6133	14  	2  	9  	1  	116.48 	0.00 	132.79 	-1.20
6134	14  	2  	11  	1  	44.24 	0.00 	31.52 	-2.30
6135	14  	2  	12  	1  	28.39 	0.00 	65.90 	0.99
6136	14  	3  	0  	1  	120.53 	0.00 	151.77 	-3.00
6137	14  	3  	1  	1  	260.22 	0.00 	222.54 	-2.19
6138	14  	3  	2  	1  	235.46 	0.00 	219.54 	-3.02
6139	14  	3  	3  	1  	40.56 	0.00 	30.28 	-1.44
6140	14  	3  	4  	1  	129.15 	0.00 	114.89 	-1.29
6141	14  	3  	5  	0  	104.08 	0.00 	187.50 	2.52
6142	14  	3  	6  	1  	38.45 	0.00 	52.52 	-1.01
6143	14  	3  	7  	1  	74.81 	0.00 	45.91 	-1.26
6144	14  	3  	8  	1  	125.46 	0.00 	127.82 	2.92
6145	14  	3  	9  	1  	137.41 	0.00 	140.66 	-0.26
6146	14  	3  	10  	1  	35.11 	0.00 	26.79 	3.08
6147	14  	3  	11  	1  	98.93 	0.00 	105.61 	3.14
6148	14  	3  	12  	1  	24.36 	0.00 	7.67 	-0.86
6149	14  	4  	0  	1  	188.52 	0.00 	154.15 	1.55
6150	14  	4  	1  	1  	117.28 	0.00 	70.05 	-1.04
6151	14  	4  	2  	1  	483.89 	0.00 	419.02 	0.31
6152	14  	4  	3  	1  	115.35 	0.00 	107.95 	-1.28
6153	14  	4  	4  	1  	181.67 	0.00 	213.49 	-1.39
6154	14  	4  	5  	1  	234.38 	0.00 	204.89 	1.69
6155	14  	4  	6  	1  	107.41 	0.00 	58.15 	0.73
6156	14  	4  	7  	1  	101.91 	0.00 	108.03 	-0.46
6157	14  	4  	8  	1  	66.24 	0.00 	108.10 	0.97
6158	14  	4  	9  	1  	50.18 	0.00 	75.05 	-1.02
6159	14  	4  	10  	1  	35.97 	0.00 	43.55 	2.57
6160	14  	4  	11  	0  	80.19 	0.00 	78.47 	-1.50
6161	14  	4  	12  	1  	37.72 	0.00 	60.24 	2.09
6162	14  	5  	0  	1  	281.72 	0.00 	230.52 	-2.42
6163	14  	5  	1  	0  	113.24 	0.00 	56.95 	-1.22
6164	14  	5  	2  	1  	81.89 	0.00 	59.59 	-3.09
6165	14  	5  	3  	0  	73.50 	0.00 	61.88 	-0.72
6166	14  	5  	4  	0  	250.43 	0.00 	198.17 	0.22
6167	14  	5  	6  	0  	165.72 	0.00 	152.99 	1.66
6168	14  	5  	7  	1  	110.94 	0.00 	126.23 	1.88
6169	14  	5  	8  	1  	142.20 	0.00 	151.90 	-2.27
6170	14  	5  	9  	1  	85.63 	0.00 	80.88 	-0.51
6171	14  	5  	10  	1  	87.16 	0.00 	67.97 	-1.85
6172	14  	5  	11  	1  	97.15 	0.00 	112.03 	-1.29
6173	14  	6  	0  	1  	72.28 	0.00 	102.79 	-0.87
6174	14  	6  	1  	1  	115.98 	0.00 	60.63 	0.15
6175	14  	6  	2  	1  	165.37 	0.00 	138.64 	2.24
6176	14  	6  	3  	1  	228.38 	0.00 	186.04 	1.81
6177	14  	6  	5  	1  	267.72 	0.00 	224.33 	0.01
6178	14  	6  	6  	1  	174.81 	0.00 	205.45 	-0.46
6179	14  	6  	7  	0  	207.58 	0.00 	180.98 	0.38
6180	14  	6  	8  	1  	50.59 	0.00 	48.26 	-1.24
6181	14  	6  	9  	1  	143.02 	0.00 	94.03 	0.67
6182	14  	6  	10  	1  	35.50 	0.00 	58.64 	2.05
6183	14  	6  	11  	1  	83.12 	0.00 	86.50 	1.69
6184	14  	7  	0  	1  	53.14 	0.00 	52.63 	1.44
6185	14  	7  	1  	1  	126.95 	0.00 	109.93 	-2.73
6186	14  	7  	4  	1  	49.71 	0.00 	38.02 	-2.86
6187	14  	7  	5  	1  	153.45 	0.00 	169.89 	2.42
6188	14  	7  	6  	1  	80.06 	0.00 	74.75 	2.48
6189	14  	7  	7  	1  	105.80 	0.00 	99.20 	1.22
6190	14  	7  	8  	1  	67.11 	0.00 	32.33 	3.09
6191	14  	7  	9  	1  	89.61 	0.00 	123.50 	0.32
6192	14  	7  	10  	1  	66.60 	0.00 	81.65 	1.62
6193	14  	8  	3  	1  	64.96 	0.00 	47.09 	-1.22
6194	14  	8  	4  	0  	27.33 	0.00 	27.67 	-0.94
6195	14  	8  	5  	1  	55.67 	0.00 	33.81 	-0.37
6196	14  	8  	6  	1  	174.00 	0.00 	188.14 	0.15
6197	14  	8  	7  	1  	110.12 	0.00 	118.64 	1.38
6198	14  	8  	8  	1  	71.92 	0.00 	86.39 	0.07
6199	14  	8  	9  	1  	107.92 	0.00 	92.22 	0.33
6200	14  	8  	10  	1  	57.78 	0.00 	41.96 	1.38
6201	14  	9  	0  	1  	118.92 	0.00 	163.80 	-0.49
6202	14  	9  	1  	1  	63.51 	0.00 	109.84 	0.42
6203	14  	9  	3  	0  	89.66 	0.00 	90.64 	-2.68
6204	14  	9  	4  	1  	88.14 	0.00 	109.55 	-0.06
6205	14  	9  	5  	1  	93.99 	0.00 	90.80 	-2.14
6206	14  	9  	6  	1  	63.16 	0.00 	74.24 	-0.69
6207	14  	9  	7  	1  	185.62 	0.00 	201.71 	-0.10
6208	14  	9  	8  	1  	60.66 	0.00 	35.29 	-1.53
6209	14  	10  	0  	1  	54.99 	0.00 	106.11 	-2.28
6210	14  	10  	1  	1  	128.82 	0.00 	155.15 	-1.37
6211	14  	10  	2  	1  	69.10 	0.00 	78.75 	2.13
6212	14  	10  	3  	1  	50.80 	0.00 	102.45 	-1.92
6213	14  	10  	4  	1  	149.85 	0.00 	154.60 	0.10
6214	14  	10  	5  	1  	90.38 	0.00 	75.81 	2.18
6215	14  	10  	7  	1  	54.75 	0.00 	31.23 	0.66
6216	14  	11  	0  	1  	78.30 	0.00 	61.78 	-0.19
6217	14  	11  	2  	1  	63.39 	0.00 	75.83 	-1.27
6218	14  	11  	3  	1  	53.70 	0.00 	72.52 	-0.95
6219	14  	12  	3  	1  	71.19 	0.00 	84.82 	-0.78
6220	14  	12  	4  	1  	73.23 	0.00 	36.95 	0.30
6221	15  	0  	6  	1  	52.28 	0.00 	49.06 	0.00
6222	15  	0  	7  	1  	199.56 	0.00 	206.40 	0.00
6223	15  	0  	8  	1  	67.54 	0.00 	74.11 	3.14
6224	15  	0  	9  	1  	38.73 	0.00 	19.59 	0.00
6225	15  	0  	10  	1  	87.48 	0.00 	74.60 	3.14
6226	15  	1  	6  	1  	119.37 	0.00 	154.69 	-1.74
6227	15  	1  	7  	1  	127.06 	0.00 	116.50 	-2.39
6228	15  	1  	8  	1  	57.94 	0.00 	39.31 	-0.89
6229	15  	1  	9  	1  	88.94 	0.00 	76.86 	-2.78
6230	15  	1  	11  	1  	49.74 	0.00 	54.07 	-2.97
6231	15  	1  	12  	1  	81.09 	0.00 	83.50 	0.78
6232	15  	2  	0  	1  	364.95 	0.00 	359.27 	0.47
6233	15  	2  	1  	1  	494.94 	0.00 	462.41 	-0.84
6234	15  	2  	2  	1  	285.42 	0.00 	235.29 	-0.57
6235	15  	2  	3  	1  	150.09 	0.00 	132.50 	1.78
6236	15  	2  	4  	1  	33.42 	0.00 	67.62 	1.21
6237	15  	2  	5  	1  	71.22 	0.00 	103.86 	2.75
6238	15  	2  	6  	1  	179.41 	0.00 	139.03 	1.20
6239	15  	2  	7  	1  	148.06 	0.00 	172.88 	0.46
6240	15  	2  	8  	1  	76.15 	0.00 	70.42 	0.35
6241	15  	2  	9  	1  	103.24 	0.00 	112.08 	2.00
6242	15  	2  	10  	1  	32.66 	0.00 	48.89 	1.69
6243	15  	2  	11  	1  	44.15 	0.00 	84.97 	0.63
