         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
5445	9  	1  	6  	1  	167.02 	0.00 	187.95 	2.96
5446	9  	1  	7  	1  	168.29 	0.00 	172.42 	2.35
5447	9  	1  	8  	1  	231.59 	0.00 	224.36 	-1.83
5448	9  	1  	9  	1  	116.70 	0.00 	109.63 	2.89
5449	9  	1  	10  	0  	68.10 	0.00 	104.07 	1.60
5450	9  	1  	11  	1  	54.56 	0.00 	66.10 	-2.99
5451	9  	1  	12  	1  	108.77 	0.00 	96.97 	2.77
5452	9  	1  	14  	1  	41.83 	0.00 	40.08 	0.97
5453	9  	2  	1  	1  	82.77 	0.00 	95.26 	-0.51
5454	9  	2  	2  	1  	151.79 	0.00 	152.03 	-2.54
5455	9  	2  	3  	1  	50.58 	0.00 	85.56 	0.29
5456	9  	2  	4  	0  	222.22 	0.00 	92.85 	2.36
5457	9  	2  	5  	1  	254.63 	0.00 	200.50 	2.63
5458	9  	2  	6  	0  	303.83 	0.00 	297.35 	-2.02
5459	9  	2  	7  	1  	144.56 	0.00 	124.88 	2.02
5460	9  	2  	8  	1  	81.12 	0.00 	98.45 	1.65
5461	9  	2  	9  	1  	44.54 	0.00 	63.93 	1.37
5462	9  	2  	10  	1  	194.75 	0.00 	208.70 	1.12
5463	9  	2  	11  	1  	106.76 	0.00 	50.28 	1.13
5464	9  	2  	12  	1  	67.09 	0.00 	50.53 	-2.57
5465	9  	2  	13  	1  	53.11 	0.00 	36.43 	-2.28
5466	9  	2  	14  	1  	65.25 	0.00 	80.06 	1.97
5467	9  	3  	0  	1  	99.26 	0.00 	78.93 	1.75
5468	9  	3  	2  	1  	341.16 	0.00 	333.76 	-0.06
5469	9  	3  	3  	0  	493.48 	0.00 	481.21 	-2.51
5470	9  	3  	4  	1  	223.11 	0.00 	230.55 	-1.28
5471	9  	3  	5  	1  	292.49 	0.00 	264.17 	-2.45
5472	9  	3  	6  	1  	51.12 	0.00 	69.47 	1.79
5473	9  	3  	7  	1  	145.46 	0.00 	155.48 	-1.13
5474	9  	3  	8  	1  	100.25 	0.00 	68.45 	1.40
5475	9  	3  	9  	1  	236.02 	0.00 	218.54 	-0.81
5476	9  	3  	10  	1  	82.40 	0.00 	112.50 	-1.84
5477	9  	3  	11  	1  	142.91 	0.00 	163.63 	-2.23
5478	9  	3  	12  	1  	97.97 	0.00 	98.79 	-0.92
5479	9  	3  	13  	1  	111.44 	0.00 	113.01 	-1.18
5480	9  	3  	14  	1  	80.28 	0.00 	72.52 	-0.40
5481	9  	4  	0  	1  	121.59 	0.00 	141.93 	-2.23
5482	9  	4  	2  	1  	184.61 	0.00 	140.30 	-0.95
5483	9  	4  	3  	1  	343.75 	0.00 	279.49 	2.83
5484	9  	4  	4  	1  	188.44 	0.00 	151.59 	-1.74
5485	9  	4  	5  	1  	32.83 	0.00 	72.39 	-1.77
5486	9  	4  	6  	1  	149.18 	0.00 	164.34 	-2.87
5487	9  	4  	7  	1  	72.89 	0.00 	81.05 	1.51
5488	9  	4  	8  	1  	135.42 	0.00 	128.43 	1.02
5489	9  	4  	9  	1  	124.33 	0.00 	82.91 	-2.43
5490	9  	4  	10  	0  	98.17 	0.00 	100.34 	-2.25
5491	9  	4  	11  	1  	38.82 	0.00 	24.33 	0.16
5492	9  	4  	12  	1  	72.10 	0.00 	87.81 	-0.60
5493	9  	4  	13  	1  	64.41 	0.00 	80.85 	0.02
5494	9  	4  	14  	1  	62.88 	0.00 	24.92 	-0.20
5495	9  	5  	0  	1  	285.87 	0.00 	337.55 	-0.19
5496	9  	5  	2  	0  	68.16 	0.00 	46.13 	2.95
5497	9  	5  	3  	1  	238.71 	0.00 	254.58 	0.85
5498	9  	5  	4  	1  	67.51 	0.00 	90.67 	1.79
5499	9  	5  	5  	1  	111.59 	0.00 	107.09 	-0.59
5500	9  	5  	6  	1  	131.42 	0.00 	82.15 	-1.39
5501	9  	5  	7  	0  	294.23 	0.00 	234.32 	-1.63
5502	9  	5  	8  	1  	55.76 	0.00 	69.26 	1.37
5503	9  	5  	9  	1  	154.94 	0.00 	128.13 	1.52
5504	9  	5  	10  	1  	64.31 	0.00 	60.42 	-1.12
5505	9  	5  	11  	1  	47.67 	0.00 	49.11 	1.19
5506	9  	5  	12  	1  	58.60 	0.00 	23.83 	-2.81
5507	9  	5  	13  	1  	80.83 	0.00 	42.83 	-0.68
5508	9  	6  	2  	1  	334.38 	0.00 	328.11 	0.05
5509	9  	6  	3  	1  	247.23 	0.00 	190.76 	-3.04
5510	9  	6  	4  	1  	250.59 	0.00 	230.34 	-0.28
5511	9  	6  	5  	1  	136.13 	0.00 	157.97 	-2.06
5512	9  	6  	6  	1  	213.65 	0.00 	212.45 	3.11
5513	9  	6  	7  	1  	214.65 	0.00 	169.82 	-0.89
5514	9  	6  	8  	1  	156.62 	0.00 	142.10 	0.10
5515	9  	6  	9  	1  	54.97 	0.00 	23.95 	-1.40
5516	9  	6  	10  	1  	76.47 	0.00 	81.21 	-0.13
5517	9  	6  	11  	1  	32.47 	0.00 	52.59 	1.31
5518	9  	6  	12  	1  	115.30 	0.00 	105.95 	-1.38
5519	9  	6  	13  	1  	51.51 	0.00 	33.12 	2.28
5520	9  	7  	2  	0  	226.29 	0.00 	228.41 	2.14
5521	9  	7  	3  	1  	212.54 	0.00 	192.53 	-0.14
5522	9  	7  	4  	1  	238.96 	0.00 	261.78 	1.31
5523	9  	7  	6  	0  	84.58 	0.00 	84.55 	0.35
5524	9  	7  	7  	0  	163.17 	0.00 	160.71 	-3.01
5525	9  	7  	8  	1  	76.49 	0.00 	37.27 	-2.65
5526	9  	7  	9  	1  	164.53 	0.00 	150.63 	0.90
5527	9  	7  	10  	1  	52.79 	0.00 	71.73 	-0.70
5528	9  	7  	11  	1  	52.11 	0.00 	38.95 	-0.74
5529	9  	7  	12  	1  	45.42 	0.00 	47.94 	-0.49
5530	9  	8  	0  	1  	195.98 	0.00 	223.68 	-1.18
5531	9  	8  	2  	1  	314.69 	0.00 	286.05 	-2.27
5532	9  	8  	3  	1  	105.14 	0.00 	116.40 	-1.82
5533	9  	8  	4  	1  	52.22 	0.00 	89.73 	1.53
5534	9  	8  	5  	1  	175.76 	0.00 	180.56 	-2.46
5535	9  	8  	7  	0  	129.31 	0.00 	117.38 	-2.98
5536	9  	8  	8  	0  	78.08 	0.00 	76.76 	-0.05
5537	9  	8  	9  	1  	95.55 	0.00 	90.30 	0.08
5538	9  	8  	10  	1  	56.22 	0.00 	12.14 	0.79
5539	9  	8  	12  	1  	37.11 	0.00 	21.62 	2.79
5540	9  	9  	1  	1  	85.52 	0.00 	122.56 	-0.26
5541	9  	9  	2  	1  	59.08 	0.00 	80.81 	0.26
5542	9  	9  	3  	1  	211.32 	0.00 	211.27 	-2.40
5543	9  	9  	4  	0  	72.65 	0.00 	116.84 	0.85
5544	9  	9  	5  	1  	72.19 	0.00 	84.86 	0.39
5545	9  	9  	6  	1  	164.16 	0.00 	121.54 	-2.93
5546	9  	9  	7  	1  	60.79 	0.00 	94.04 	0.46
5547	9  	9  	8  	1  	110.25 	0.00 	123.95 	-1.63
5548	9  	9  	9  	1  	62.17 	0.00 	58.90 	1.03
5549	9  	9  	10  	1  	72.98 	0.00 	87.58 	0.75
5550	9  	9  	11  	1  	70.93 	0.00 	113.44 	1.01
5551	9  	10  	1  	1  	70.58 	0.00 	91.17 	-1.69
5552	9  	10  	5  	1  	99.23 	0.00 	121.56 	2.42
5553	9  	10  	6  	1  	60.92 	0.00 	50.07 	-2.08
5554	9  	10  	7  	1  	113.40 	0.00 	115.96 	-1.30
5555	9  	10  	10  	1  	61.53 	0.00 	55.13 	1.78
5556	9  	11  	0  	1  	147.90 	0.00 	179.54 	1.94
5557	9  	11  	2  	0  	68.86 	0.00 	95.83 	1.51
5558	9  	11  	3  	1  	63.23 	0.00 	73.32 	0.99
5559	9  	11  	4  	1  	62.30 	0.00 	54.67 	-0.76
5560	9  	11  	5  	1  	119.51 	0.00 	108.87 	-1.68
5561	9  	11  	6  	1  	82.12 	0.00 	95.37 	0.02
5562	9  	11  	7  	1  	65.56 	0.00 	29.53 	-2.88
5563	9  	12  	1  	1  	50.29 	0.00 	67.63 	-1.67
5564	9  	12  	4  	1  	60.83 	0.00 	86.86 	2.48
5565	9  	12  	6  	1  	70.72 	0.00 	76.81 	2.70
5566	9  	13  	0  	1  	47.77 	0.01 	30.82 	0.31
5567	9  	13  	5  	1  	63.78 	0.00 	54.37 	-0.12
5568	10  	0  	3  	1  	435.58 	0.00 	371.07 	3.14
5569	10  	0  	4  	1  	758.75 	0.00 	714.72 	0.00
5570	10  	0  	5  	1  	41.23 	0.00 	23.59 	0.00
5571	10  	0  	6  	1  	37.73 	0.00 	56.87 	3.14
5572	10  	0  	7  	1  	462.07 	0.00 	411.30 	3.14
5573	10  	0  	8  	0  	150.25 	0.00 	111.42 	0.00
5574	10  	0  	10  	1  	197.42 	0.00 	177.03 	0.00
5575	10  	0  	12  	1  	57.09 	0.00 	70.31 	0.00
5576	10  	0  	13  	1  	92.92 	0.00 	107.53 	3.14
5577	10  	1  	2  	1  	154.54 	0.00 	108.09 	-2.46
5578	10  	1  	4  	1  	342.97 	0.00 	307.64 	-0.32
5579	10  	1  	5  	1  	40.13 	0.00 	54.43 	-0.29
5580	10  	1  	6  	0  	165.30 	0.00 	130.24 	-0.85
5581	10  	1  	7  	1  	275.73 	0.00 	240.76 	-2.77
5582	10  	1  	8  	1  	42.89 	0.00 	37.07 	-0.43
5583	10  	1  	9  	0  	217.25 	0.00 	235.56 	0.79
5584	10  	1  	10  	0  	132.21 	0.00 	90.15 	-1.26
5585	10  	1  	11  	1  	103.12 	0.00 	96.58 	-1.84
5586	10  	1  	12  	1  	61.08 	0.00 	62.85 	-0.76
5587	10  	1  	13  	1  	123.19 	0.00 	93.98 	-0.52
5588	10  	1  	14  	1  	125.85 	0.00 	113.96 	-0.66
5589	10  	2  	0  	1  	49.97 	0.00 	93.11 	1.12
5590	10  	2  	1  	1  	213.00 	0.00 	185.10 	-0.82
5591	10  	2  	2  	1  	36.56 	0.00 	62.57 	-2.44
5592	10  	2  	3  	1  	95.48 	0.00 	137.34 	-1.30
5593	10  	2  	5  	0  	228.52 	0.00 	121.78 	-0.41
5594	10  	2  	6  	1  	187.56 	0.00 	162.69 	1.21
5595	10  	2  	7  	1  	179.53 	0.00 	193.02 	1.02
5596	10  	2  	8  	1  	163.77 	0.00 	158.70 	-2.08
5597	10  	2  	9  	1  	48.74 	0.00 	55.07 	1.44
5598	10  	2  	10  	1  	57.76 	0.00 	134.87 	-2.89
5599	10  	2  	11  	1  	63.85 	0.00 	82.28 	1.06
5600	10  	2  	12  	1  	49.73 	0.00 	28.72 	-1.60
5601	10  	2  	13  	0  	189.45 	0.00 	170.24 	1.84
5602	10  	3  	0  	1  	268.40 	0.00 	276.23 	-1.54
5603	10  	3  	2  	1  	222.90 	0.00 	169.89 	-2.16
5604	10  	3  	3  	1  	141.49 	0.00 	94.69 	-0.32
5605	10  	3  	4  	1  	405.93 	0.00 	433.67 	1.38
5606	10  	3  	5  	1  	158.25 	0.00 	153.74 	0.96
5607	10  	3  	6  	1  	180.83 	0.00 	155.10 	2.03
5608	10  	3  	7  	1  	142.19 	0.00 	102.55 	1.82
5609	10  	3  	8  	1  	56.30 	0.00 	71.80 	1.87
5610	10  	3  	9  	1  	36.23 	0.00 	68.83 	-1.08
5611	10  	3  	10  	1  	147.93 	0.00 	135.27 	2.27
5612	10  	3  	11  	1  	73.42 	0.00 	100.01 	0.58
5613	10  	3  	12  	1  	49.74 	0.00 	43.08 	1.35
5614	10  	3  	13  	1  	127.40 	0.00 	119.10 	1.26
5615	10  	3  	14  	0  	33.14 	0.00 	69.62 	-3.06
5616	10  	4  	0  	1  	249.51 	0.00 	251.82 	-2.90
5617	10  	4  	1  	0  	57.95 	0.00 	21.03 	-0.23
5618	10  	4  	2  	1  	79.61 	0.00 	75.43 	2.39
5619	10  	4  	3  	1  	342.99 	0.00 	323.31 	-1.27
5620	10  	4  	4  	0  	55.11 	0.00 	36.39 	2.49
5621	10  	4  	5  	1  	232.32 	0.00 	254.39 	-1.13
5622	10  	4  	6  	1  	253.99 	0.00 	206.03 	-0.02
5623	10  	4  	7  	1  	58.43 	0.00 	99.62 	2.64
5624	10  	4  	8  	1  	76.39 	0.00 	98.50 	2.38
5625	10  	4  	9  	1  	80.42 	0.00 	75.59 	-1.48
5626	10  	4  	10  	1  	48.10 	0.00 	42.11 	2.27
5627	10  	4  	11  	1  	100.34 	0.00 	81.99 	1.61
5628	10  	4  	12  	1  	66.13 	0.00 	53.73 	-3.08
5629	10  	4  	13  	1  	63.41 	0.00 	90.62 	1.66
5630	10  	5  	0  	1  	147.49 	0.00 	160.32 	-2.99
5631	10  	5  	1  	1  	278.79 	0.00 	271.83 	2.15
5632	10  	5  	2  	1  	283.34 	0.00 	240.79 	-2.27
5633	10  	5  	3  	1  	438.09 	0.00 	452.26 	0.94
5634	10  	5  	4  	1  	184.80 	0.00 	187.28 	-1.96
5635	10  	5  	5  	1  	110.69 	0.00 	90.14 	0.23
5636	10  	5  	6  	1  	97.56 	0.00 	104.74 	0.68
5637	10  	5  	7  	1  	73.43 	0.00 	81.69 	2.29
5638	10  	5  	9  	1  	251.26 	0.00 	249.68 	-2.32
5639	10  	5  	10  	1  	106.47 	0.00 	134.58 	-1.71
5640	10  	5  	11  	1  	68.44 	0.00 	119.41 	-2.63
5641	10  	5  	12  	1  	110.25 	0.00 	96.92 	-0.38
5642	10  	5  	13  	1  	106.99 	0.00 	85.07 	0.30
5643	10  	6  	0  	1  	153.11 	0.00 	131.12 	2.34
5644	10  	6  	1  	1  	84.84 	0.00 	93.68 	2.14
5645	10  	6  	2  	1  	245.61 	0.00 	235.11 	2.82
5646	10  	6  	3  	1  	115.48 	0.00 	96.74 	2.39
5647	10  	6  	4  	1  	236.09 	0.00 	189.11 	2.75
5648	10  	6  	5  	1  	139.26 	0.00 	114.19 	0.35
5649	10  	6  	6  	1  	101.95 	0.00 	99.72 	0.10
5650	10  	6  	7  	1  	147.53 	0.00 	132.44 	1.11
5651	10  	6  	9  	1  	49.11 	0.00 	51.96 	1.73
5652	10  	6  	10  	1  	174.25 	0.00 	141.98 	2.52
5653	10  	6  	11  	1  	62.79 	0.00 	59.22 	-2.32
5654	10  	6  	12  	1  	43.07 	0.00 	53.20 	1.88
5655	10  	7  	0  	1  	204.59 	0.00 	211.02 	1.11
5656	10  	7  	1  	1  	83.56 	0.00 	95.41 	-1.51
5657	10  	7  	2  	1  	95.70 	0.00 	57.32 	0.42
5658	10  	7  	3  	1  	49.87 	0.00 	82.75 	-1.96
5659	10  	7  	4  	0  	62.75 	0.00 	89.45 	2.41
5660	10  	7  	5  	1  	178.49 	0.00 	187.70 	-1.51
5661	10  	7  	6  	1  	58.70 	0.00 	45.58 	-2.23
5662	10  	7  	7  	1  	93.66 	0.00 	76.98 	-0.57
5663	10  	7  	8  	1  	57.35 	0.00 	45.82 	-2.52
5664	10  	7  	9  	1  	44.81 	0.00 	37.32 	-1.84
5665	10  	7  	10  	1  	43.92 	0.00 	51.14 	-2.42
5666	10  	7  	11  	1  	55.64 	0.00 	59.85 	1.12
5667	10  	7  	12  	1  	66.41 	0.00 	49.33 	-0.73
5668	10  	8  	2  	1  	83.21 	0.00 	99.13 	1.24
5669	10  	8  	3  	1  	68.96 	0.00 	84.28 	1.07
5670	10  	8  	4  	1  	53.61 	0.00 	80.26 	-1.24
5671	10  	8  	5  	1  	64.08 	0.00 	58.16 	1.51
5672	10  	8  	6  	1  	55.95 	0.00 	87.38 	0.37
5673	10  	8  	7  	1  	51.87 	0.00 	66.77 	-1.04
5674	10  	8  	8  	0  	143.71 	0.00 	139.60 	2.13
5675	10  	8  	9  	1  	86.11 	0.00 	85.34 	-2.72
5676	10  	8  	11  	1  	56.45 	0.00 	32.28 	1.22
5677	10  	9  	0  	1  	93.26 	0.00 	137.39 	0.39
5678	10  	9  	2  	1  	97.09 	0.00 	129.82 	0.11
5679	10  	9  	3  	1  	83.59 	0.00 	53.13 	-2.67
5680	10  	9  	4  	1  	335.98 	0.00 	343.68 	-1.11
5681	10  	9  	5  	1  	96.76 	0.00 	69.82 	3.12
5682	10  	9  	6  	1  	162.18 	0.00 	155.15 	-1.31
5683	10  	9  	7  	1  	71.16 	0.00 	66.25 	2.49
5684	10  	9  	9  	1  	61.94 	0.00 	69.79 	2.79
5685	10  	10  	1  	1  	47.66 	0.00 	61.51 	2.58
5686	10  	10  	2  	1  	58.98 	0.00 	62.25 	-1.47
5687	10  	10  	3  	1  	88.52 	0.00 	147.00 	2.89
5688	10  	10  	5  	1  	55.04 	0.00 	31.32 	0.62
5689	10  	10  	7  	1  	148.86 	0.00 	120.26 	0.61
5690	10  	10  	8  	1  	90.51 	0.00 	77.40 	-2.49
5691	10  	10  	9  	1  	75.57 	0.00 	68.55 	1.87
5692	10  	11  	0  	1  	145.50 	0.00 	176.31 	-0.83
5693	10  	11  	4  	1  	66.96 	0.00 	59.35 	0.04
5694	10  	11  	5  	1  	66.22 	0.00 	57.51 	2.19
5695	10  	11  	7  	1  	66.23 	0.00 	74.17 	-1.46
5696	10  	12  	1  	1  	68.72 	0.00 	51.50 	1.24
5697	10  	12  	2  	0  	47.20 	0.00 	43.72 	-2.25
5698	10  	12  	4  	1  	69.42 	0.00 	63.40 	-2.51
5699	10  	12  	5  	0  	81.41 	0.00 	111.67 	-1.45
5700	10  	12  	6  	1  	55.94 	0.00 	38.34 	-1.85
5701	10  	13  	1  	1  	54.10 	0.00 	57.65 	-1.51
5702	10  	13  	2  	1  	50.95 	0.00 	63.44 	1.29
5703	10  	13  	4  	1  	75.23 	0.00 	64.19 	2.19
5704	11  	0  	4  	1  	399.00 	0.00 	406.55 	3.14
5705	11  	0  	5  	1  	248.35 	0.00 	221.40 	0.00
5706	11  	0  	6  	1  	239.86 	0.00 	237.44 	0.00
5707	11  	0  	7  	1  	211.34 	0.00 	205.94 	0.00
5708	11  	0  	8  	0  	182.83 	0.00 	68.12 	3.14
5709	11  	0  	9  	1  	103.06 	0.00 	110.12 	3.14
5710	11  	0  	10  	1  	118.73 	0.00 	104.82 	3.14
5711	11  	0  	11  	1  	131.35 	0.00 	99.20 	3.14
5712	11  	0  	12  	1  	42.78 	0.00 	56.83 	0.00
5713	11  	0  	13  	1  	44.76 	0.00 	52.94 	0.00
5714	11  	0  	14  	1  	48.67 	0.00 	35.72 	3.14
5715	11  	1  	0  	0  	237.57 	0.00 	153.24 	-3.12
5716	11  	1  	1  	1  	359.42 	0.00 	334.81 	-2.69
5717	11  	1  	2  	1  	272.45 	0.00 	203.61 	2.46
5718	11  	1  	4  	1  	66.86 	0.00 	57.92 	1.14
5719	11  	1  	5  	1  	461.13 	0.00 	477.38 	-1.41
5720	11  	1  	6  	1  	262.63 	0.00 	191.77 	-2.52
5721	11  	1  	7  	1  	93.40 	0.00 	148.81 	0.78
5722	11  	1  	8  	1  	120.03 	0.00 	68.91 	3.12
5723	11  	1  	9  	0  	163.37 	0.00 	151.54 	-1.50
5724	11  	1  	10  	1  	52.17 	0.00 	47.22 	1.71
5725	11  	1  	11  	1  	61.93 	0.00 	63.56 	-2.87
5726	11  	1  	12  	1  	141.33 	0.00 	75.79 	-2.42
5727	11  	2  	0  	1  	155.69 	0.00 	206.13 	-1.02
5728	11  	2  	1  	1  	287.13 	0.00 	294.91 	1.89
5729	11  	2  	2  	1  	322.48 	0.00 	310.27 	-2.27
5730	11  	2  	3  	0  	132.72 	0.00 	140.22 	1.40
5731	11  	2  	4  	1  	131.68 	0.00 	155.85 	-0.78
5732	11  	2  	5  	0  	198.24 	0.00 	143.73 	-3.08
5733	11  	2  	6  	1  	126.10 	0.00 	161.20 	0.65
5734	11  	2  	7  	1  	34.62 	0.00 	53.09 	-0.75
5735	11  	2  	8  	1  	129.87 	0.00 	116.62 	-2.55
5736	11  	2  	9  	1  	132.36 	0.00 	125.01 	-0.99
5737	11  	2  	10  	1  	43.30 	0.00 	67.61 	-0.19
5738	11  	2  	11  	1  	31.95 	0.00 	38.70 	0.74
5739	11  	2  	12  	1  	132.73 	0.00 	165.35 	-2.36
5740	11  	2  	13  	0  	53.70 	0.00 	68.34 	-1.31
5741	11  	3  	0  	1  	393.21 	0.00 	401.00 	-1.21
5742	11  	3  	1  	1  	194.15 	0.00 	211.57 	1.66
5743	11  	3  	2  	1  	226.03 	0.00 	251.51 	1.37
5744	11  	3  	3  	1  	252.11 	0.00 	196.43 	-0.09
5745	11  	3  	4  	1  	96.12 	0.00 	90.89 	0.99
5746	11  	3  	5  	1  	412.30 	0.00 	410.52 	0.63
5747	11  	3  	6  	1  	193.11 	0.00 	213.01 	-1.59
5748	11  	3  	7  	1  	194.14 	0.00 	199.94 	0.38
5749	11  	3  	8  	1  	244.94 	0.00 	270.59 	-2.02
5750	11  	3  	9  	1  	134.29 	0.00 	143.45 	1.79
5751	11  	3  	10  	1  	58.73 	0.00 	69.94 	0.27
5752	11  	3  	11  	1  	62.53 	0.00 	94.93 	-0.28
5753	11  	3  	12  	1  	79.92 	0.00 	99.76 	-1.75
5754	11  	3  	13  	1  	84.01 	0.00 	121.99 	-1.64
5755	11  	4  	0  	0  	402.91 	0.00 	404.72 	-0.09
5756	11  	4  	1  	0  	306.43 	0.00 	245.45 	-2.23
5757	11  	4  	2  	1  	398.64 	0.00 	410.18 	-3.04
5758	11  	4  	3  	1  	100.91 	0.00 	70.92 	2.26
5759	11  	4  	4  	0  	186.62 	0.00 	215.03 	-0.00
5760	11  	4  	5  	0  	231.00 	0.00 	236.33 	-2.71
5761	11  	4  	6  	1  	74.71 	0.00 	58.82 	-2.09
5762	11  	4  	7  	1  	208.29 	0.00 	215.03 	-2.65
5763	11  	4  	8  	1  	75.81 	0.00 	96.61 	0.96
5764	11  	4  	9  	1  	111.29 	0.00 	94.96 	0.30
5765	11  	4  	10  	1  	51.45 	0.00 	36.01 	0.67
5766	11  	4  	11  	1  	54.23 	0.00 	37.52 	-0.06
5767	11  	4  	12  	1  	78.47 	0.00 	75.94 	2.71
5768	11  	4  	13  	0  	34.21 	0.00 	47.13 	-0.19
5769	11  	5  	0  	1  	403.20 	0.00 	359.58 	-2.47
5770	11  	5  	1  	1  	113.90 	0.00 	115.04 	1.36
5771	11  	5  	2  	1  	58.67 	0.00 	130.99 	2.44
5772	11  	5  	3  	1  	280.99 	0.00 	200.43 	3.02
5773	11  	5  	4  	1  	154.16 	0.00 	153.53 	2.95
5774	11  	5  	5  	1  	125.96 	0.00 	148.57 	-0.66
5775	11  	5  	6  	0  	119.71 	0.00 	131.02 	-2.53
5776	11  	5  	7  	1  	71.68 	0.00 	67.44 	0.90
5777	11  	5  	8  	1  	42.01 	0.00 	22.98 	2.59
5778	11  	5  	9  	1  	105.25 	0.00 	100.43 	1.26
5779	11  	5  	10  	1  	36.71 	0.00 	47.98 	3.09
5780	11  	5  	11  	1  	66.27 	0.00 	61.61 	1.54
5781	11  	5  	12  	1  	121.81 	0.00 	95.41 	1.38
5782	11  	5  	13  	1  	75.33 	0.00 	101.28 	1.93
5783	11  	6  	0  	0  	224.68 	0.00 	159.54 	0.64
5784	11  	6  	1  	1  	96.62 	0.00 	60.71 	0.26
5785	11  	6  	2  	0  	265.68 	0.00 	283.12 	-0.29
5786	11  	6  	3  	1  	336.26 	0.00 	275.76 	0.38
5787	11  	6  	4  	1  	46.40 	0.00 	75.33 	-0.94
5788	11  	6  	5  	1  	187.86 	0.00 	227.82 	2.45
5789	11  	6  	6  	1  	191.20 	0.00 	138.12 	-2.63
5790	11  	6  	7  	1  	57.62 	0.00 	60.81 	2.98
5791	11  	6  	8  	0  	126.72 	0.00 	88.61 	-1.38
5792	11  	6  	9  	1  	77.29 	0.00 	89.77 	-1.58
5793	11  	6  	10  	1  	46.11 	0.00 	64.96 	-2.23
5794	11  	6  	11  	1  	45.43 	0.00 	44.98 	-2.44
5795	11  	6  	12  	1  	32.65 	0.00 	60.37 	2.27
5796	11  	7  	0  	1  	106.07 	0.00 	100.24 	-2.22
5797	11  	7  	1  	1  	342.32 	0.00 	323.86 	-1.86
5798	11  	7  	2  	0  	188.81 	0.00 	112.15 	-2.14
5799	11  	7  	3  	1  	186.24 	0.00 	174.58 	2.87
5800	11  	7  	4  	1  	53.34 	0.00 	74.88 	2.48
5801	11  	7  	5  	1  	89.18 	0.00 	114.17 	1.57
5802	11  	7  	6  	1  	68.82 	0.00 	61.10 	1.24
5803	11  	7  	7  	0  	106.71 	0.00 	112.10 	-0.41
5804	11  	7  	8  	1  	56.02 	0.00 	103.61 	1.11
5805	11  	7  	9  	1  	120.72 	0.00 	136.16 	-0.56
5806	11  	7  	10  	1  	29.54 	0.00 	15.92 	-3.06
5807	11  	7  	11  	1  	85.25 	0.00 	82.83 	-1.84
5808	11  	7  	12  	1  	53.89 	0.00 	42.18 	-2.05
5809	11  	8  	0  	1  	68.01 	0.00 	69.51 	2.11
5810	11  	8  	1  	1  	64.84 	0.00 	87.70 	-1.01
5811	11  	8  	2  	1  	74.36 	0.00 	100.32 	-2.50
5812	11  	8  	3  	1  	191.78 	0.00 	167.62 	-1.88
5813	11  	8  	5  	1  	131.03 	0.00 	116.80 	-1.82
5814	11  	8  	6  	1  	50.09 	0.00 	57.45 	-1.59
5815	11  	8  	7  	1  	173.65 	0.00 	164.29 	0.11
5816	11  	8  	8  	1  	66.97 	0.00 	71.43 	-1.97
5817	11  	8  	9  	1  	62.60 	0.00 	49.81 	-2.44
5818	11  	8  	10  	1  	58.95 	0.00 	47.90 	-0.65
5819	11  	8  	11  	1  	37.91 	0.00 	42.86 	-1.67
5820	11  	9  	0  	1  	83.45 	0.00 	94.47 	0.69
5821	11  	9  	2  	1  	100.82 	0.00 	106.58 	-3.00
5822	11  	9  	3  	0  	84.59 	0.00 	122.36 	-0.78
5823	11  	9  	4  	1  	275.56 	0.00 	249.24 	2.28
5824	11  	9  	5  	1  	82.20 	0.00 	79.94 	1.42
5825	11  	9  	6  	1  	176.63 	0.00 	167.29 	1.52
5826	11  	9  	7  	1  	55.86 	0.00 	34.15 	2.41
5827	11  	9  	8  	1  	166.39 	0.00 	177.64 	0.99
5828	11  	9  	10  	1  	59.17 	0.00 	29.13 	-0.47
5829	11  	10  	0  	1  	106.52 	0.00 	52.89 	-0.98
5830	11  	10  	2  	1  	46.46 	0.00 	62.33 	1.54
5831	11  	10  	4  	1  	173.38 	0.00 	189.69 	-2.12
5832	11  	10  	5  	1  	154.72 	0.00 	168.60 	-1.00
5833	11  	10  	6  	1  	57.98 	0.00 	62.13 	0.61
5834	11  	10  	7  	1  	55.60 	0.00 	40.82 	0.45
5835	11  	10  	8  	1  	67.94 	0.00 	54.26 	0.91
5836	11  	10  	9  	1  	55.91 	0.00 	32.40 	-2.97
5837	11  	11  	0  	1  	70.35 	0.00 	44.07 	1.70
5838	11  	11  	1  	1  	130.73 	0.00 	143.14 	1.30
5839	11  	11  	2  	1  	75.79 	0.00 	117.69 	-1.68
5840	11  	11  	3  	1  	58.55 	0.00 	66.17 	-2.35
5841	11  	11  	4  	0  	57.79 	0.00 	48.25 	-2.32
5842	11  	11  	6  	1  	57.86 	0.00 	55.05 	0.23
5843	11  	11  	7  	1  	69.18 	0.00 	39.21 	0.90
